"SOG"	"COG"	"Heading"	"ROT"	"BaseDateTime"	"Status"	"VoyageID"	"MMSI"	"ReceiverType"	"ReceiverID"	"coords.x1"	"coords.x2"	"VesselType"	"Length"	"Destination"	"min_timediff"	"interval"
3	146	157	0	"2009-12-01 13:58:59"	7	24	303628000	"r"	"17PAKU1"	-165.18355	54.9241	0	50	"AKUTAN"	0.0166666666666657	3
1	122	202	0	"2009-12-01 14:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.336867	54.50288	70	184	"PUSAN"	1	1
9	338	511	128	"2009-12-01 14:00:00"	0	27	367302760	"r"	"17PAKU1"	-166.581068	54.001263	30	0	"SEATTLE"	1	1
102	360	511	128	"2009-12-01 14:00:00"	7	41	366433000	"r"	"17PDUT1"	-166.526717	53.903252	0	37	"HOME"	1	1
5	172	183	127	"2009-12-01 14:00:00"	7	24	303628000	"r"	"17PAKU1"	-165.182767	54.923033	0	50	"AKUTAN"	1	1
102	360	511	128	"2009-12-01 14:30:00"	7	41	366433000	"r"	"17PUGA1"	-166.526708	53.903238	0	37	"HOME"	0	2
1	193	179	0	"2009-12-01 14:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.182133	54.905283	0	50	"AKUTAN"	0	2
8	327	511	128	"2009-12-01 14:30:00"	0	27	367302760	"r"	"17PUGA1"	-166.631765	54.06746	30	0	"SEATTLE"	0	2
1	344	232	0	"2009-12-01 15:30:00"	8	32	212015000	"r"	"17PAKU1"	-165.339332	54.512677	70	184	"PUSAN"	0	2
102	360	511	128	"2009-12-01 15:30:00"	7	41	366433000	"r"	"17PUGA1"	-166.526752	53.903273	0	37	"HOME"	0	2
10	335	511	128	"2009-12-01 15:30:00"	0	27	367302760	"r"	"17PUGA1"	-166.775898	54.209797	30	0	"SEATTLE"	0	2
3	176	175	0	"2009-12-01 15:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.1729	54.87265	0	50	"AKUTAN"	0	2
7	15	14	0	"2009-12-01 15:30:00"	0	39	538002998	"r"	"17PUGA1"	-166.573565	53.867528	70	107	"DUTCH_HARB OR ALASK"	0	2
7	15	14	0	"2009-12-01 15:30:00"	0	39	538002998	"r"	"17PUGA1"	-166.573565	53.867528	70	107	"SHIOGAMA__JAPAN"	0	2
10	324	511	128	"2009-12-01 16:00:00"	0	27	367302760	"r"	"17PUGA1"	-166.849962	54.275078	30	0	"SEATTLE"	1	1
102	360	511	128	"2009-12-01 16:00:00"	7	41	366433000	"r"	"17PDUT1"	-166.526718	53.903253	0	37	"HOME"	1	1
1	311	226	0	"2009-12-01 16:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.347605	54.518118	70	184	"PUSAN"	1	1
10	23	23	0	"2009-12-01 16:00:00"	0	26	367717000	"r"	"17PUGA1"	-166.485827	53.914603	0	37	"PIER 90  SEATTLE"	1	1
6	20	22	0	"2009-12-01 16:00:00"	0	39	538002998	"r"	"17PUGA1"	-166.594165	53.90874	70	107	"DUTCH_HARB OR ALASK"	1	1
6	20	22	0	"2009-12-01 16:00:00"	0	39	538002998	"r"	"17PUGA1"	-166.594165	53.90874	70	107	"SHIOGAMA__JAPAN"	1	1
11	251	254	129	"2009-12-01 16:58:59"	0	39	538002998	"r"	"17PUGA1"	-166.682093	54.06779	70	107	"DUTCH_HARB OR ALASK"	0.0166666666666657	3
11	251	254	129	"2009-12-01 16:58:59"	0	39	538002998	"r"	"17PUGA1"	-166.682093	54.06779	70	107	"SHIOGAMA__JAPAN"	0.0166666666666657	3
10	19	21	129	"2009-12-01 16:58:59"	0	26	367717000	"r"	"17PAKU1"	-166.394463	54.05988	0	37	"PIER 90  SEATTLE"	0.0166666666666657	3
1	142	151	0	"2009-12-01 16:58:59"	7	24	303628000	"r"	"17PAKU1"	-165.161883	54.8265	0	50	"AKUTAN"	0.0166666666666657	3
1	306	245	0	"2009-12-01 16:58:59"	8	32	212015000	"r"	"17PAKU1"	-165.368147	54.528885	70	184	"PUSAN"	0.0166666666666657	3
102	360	511	128	"2009-12-01 16:58:59"	7	41	366433000	"r"	"17PUGA1"	-166.526722	53.903242	0	37	"HOME"	0.0166666666666657	3
9	329	511	128	"2009-12-01 16:58:59"	0	27	367302760	"r"	"17PUGA1"	-166.98687	54.398282	30	0	"SEATTLE"	0.0166666666666657	3
12	256	259	0	"2009-12-01 17:00:00"	0	39	538002998	"r"	"17PUGA1"	-166.68722	54.066925	70	107	"DUTCH_HARB OR ALASK"	1	1
12	256	259	0	"2009-12-01 17:00:00"	0	39	538002998	"r"	"17PUGA1"	-166.68722	54.066925	70	107	"SHIOGAMA__JAPAN"	1	1
10	20	21	0	"2009-12-01 17:00:00"	0	26	367717000	"r"	"17PUGA1"	-166.392817	54.062598	0	37	"PIER 90  SEATTLE"	1	1
4	151	151	0	"2009-12-01 17:00:00"	7	24	303628000	"r"	"17PAKU1"	-165.161217	54.825867	0	50	"AKUTAN"	1	1
1	294	252	0	"2009-12-01 17:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.36841	54.528977	70	184	"PUSAN"	1	1
102	360	511	128	"2009-12-01 17:00:00"	7	41	366433000	"r"	"17PUGA1"	-166.526693	53.903255	0	37	"HOME"	1	1
3	245	240	0	"2009-12-01 17:30:00"	0	18	357847000	"r"	"17PUGA1"	-166.32668	54.168068	70	300	"CHIBA JAPAN"	0	2
102	360	511	128	"2009-12-01 17:30:00"	7	41	366433000	"r"	"17PDUT1"	-166.526713	53.903248	0	37	"HOME"	0	2
8	46	58	0	"2009-12-01 17:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.128767	54.796367	0	50	"AKUTAN"	0	2
10	43	52	0	"2009-12-01 17:30:00"	0	26	367717000	"r"	"17PUGA1"	-166.345928	54.138582	0	37	"PIER 90  SEATTLE"	0	2
10	16	17	129	"2009-12-01 18:30:00"	0	26	367717000	"r"	"17PAKU1"	-166.24436	54.290643	0	37	"PIER 90  SEATTLE"	0	2
1	310	331	0	"2009-12-01 18:30:00"	8	32	212015000	"r"	"17PAKU1"	-165.39282	54.536417	70	184	"PUSAN"	0	2
13	248	249	129	"2009-12-01 18:30:00"	0	39	538002998	"r"	"17PDUT1"	-167.17047	53.977622	70	107	"DUTCH_HARB OR ALASK"	0	2
13	248	249	129	"2009-12-01 18:30:00"	0	39	538002998	"r"	"17PDUT1"	-167.17047	53.977622	70	107	"SHIOGAMA__JAPAN"	0	2
1	144	166	0	"2009-12-01 18:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.12225	54.76935	0	50	"AKUTAN"	0	2
4	236	239	0	"2009-12-01 18:30:00"	0	18	357847000	"r"	"17PUGA1"	-166.426032	54.138872	70	300	"CHIBA JAPAN"	0	2
4	258	269	0	"2009-12-01 19:00:00"	0	18	357847000	"r"	"17PUGA1"	-166.479163	54.119055	70	300	"CHIBA JAPAN"	1	1
8	13	13	0	"2009-12-01 19:00:00"	0	22	367390380	"r"	"17PUGA1"	-166.582167	53.853083	30	88	"DUTCH HARBOR"	1	1
10	23	25	129	"2009-12-01 19:00:00"	0	26	367717000	"r"	"17PAKU1"	-166.195293	54.365905	0	37	"PIER 90  SEATTLE"	1	1
1	317	5	0	"2009-12-01 19:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.404892	54.5444	70	184	"PUSAN"	1	1
5	178	188	0	"2009-12-01 19:00:00"	7	24	303628000	"r"	"17PAKU1"	-165.113433	54.749183	0	50	"AKUTAN"	1	1
102	360	511	128	"2009-12-01 19:00:00"	7	41	366433000	"r"	"17PUGA1"	-166.526735	53.903307	0	37	"HOME"	1	1
4	332	321	0	"2009-12-01 19:58:59"	8	32	212015000	"r"	"17PAKU1"	-165.424755	54.566103	70	184	"PUSAN"	0.0166666666666657	3
9	18	20	0	"2009-12-01 19:58:59"	0	26	367717000	"r"	"17PUGA1"	-166.0972	54.507617	0	37	"PIER 90  SEATTLE"	0.0166666666666657	3
12	269	269	0	"2009-12-01 19:58:59"	0	18	357847000	"r"	"17PUGA1"	-166.710947	54.11577	70	300	"CHIBA JAPAN"	0.0166666666666657	3
12	53	44	0	"2009-12-01 19:58:59"	0	22	367390380	"r"	"17PUGA1"	-166.475317	53.984833	30	88	"DUTCH HARBOR"	0.0166666666666657	3
5	173	178	0	"2009-12-01 19:58:59"	7	24	303628000	"r"	"17PAKU1"	-165.090567	54.70885	0	50	"AKUTAN"	0.0166666666666657	3
102	360	511	128	"2009-12-01 19:58:59"	7	41	366433000	"r"	"17PUGA1"	-166.526718	53.90325	0	37	"HOME"	0.0166666666666657	3
4	324	307	0	"2009-12-01 20:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.42594	54.56712	70	184	"PUSAN"	1	1
10	19	22	0	"2009-12-01 20:00:00"	0	26	367717000	"r"	"17PUGA1"	-166.095713	54.510132	0	37	"PIER 90  SEATTLE"	1	1
11	268	271	0	"2009-12-01 20:00:00"	0	18	357847000	"r"	"17PUGA1"	-166.716107	54.115618	70	300	"CHIBA JAPAN"	1	1
12	52	43	0	"2009-12-01 20:00:00"	0	22	367390380	"r"	"17PUGA1"	-166.471	53.986783	30	88	"DUTCH HARBOR"	1	1
102	360	511	128	"2009-12-01 20:00:00"	0	28	367161350	"r"	"17PDUT1"	-166.548538	53.877337	0	0	"DUTCH HARBOR"	1	1
102	360	511	128	"2009-12-01 20:00:00"	7	41	366433000	"r"	"17PUGA1"	-166.526732	53.903265	0	37	"HOME"	1	1
102	360	511	128	"2009-12-01 20:30:00"	7	41	366433000	"r"	"17PUGA1"	-166.526732	53.90326	0	37	"HOME"	0	2
10	18	20	129	"2009-12-01 20:30:00"	0	26	367717000	"r"	"17PAKU1"	-166.050202	54.58547	0	37	"PIER 90  SEATTLE"	0	2
11	264	259	0	"2009-12-01 20:30:00"	8	32	212015000	"r"	"17PAKU1"	-165.538462	54.56018	70	184	"PUSAN"	0	2
4	304	291	0	"2009-12-01 20:30:00"	0	1	354219000	"r"	"17PAKU1"	-166.420333	54.032633	70	171	"KLAWOCK,USA"	0	2
4	304	291	0	"2009-12-01 20:30:00"	0	1	354219000	"r"	"17PAKU1"	-166.420333	54.032633	70	171	"P,RUPERT"	0	2
4	304	291	0	"2009-12-01 20:30:00"	0	1	354219000	"r"	"17PAKU1"	-166.420333	54.032633	70	171	"TAICANG,CHINA"	0	2
16	280	277	0	"2009-12-01 20:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.13393	54.255675	70	179	"TOYOHASHI/JAPAN"	0	2
16	280	277	0	"2009-12-01 20:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.13393	54.255675	70	179	"BENICIA"	0	2
16	280	277	0	"2009-12-01 20:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.13393	54.255675	70	179	"LONG BEACH"	0	2
16	280	277	0	"2009-12-01 20:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.13393	54.255675	70	179	"TOYOHASHI/JAPAN"	0	2
12	43	45	0	"2009-12-01 20:30:00"	0	22	367390380	"r"	"17PAKU1"	-166.348	54.058667	30	88	"DUTCH HARBOR"	0	2
11	333	324	0	"2009-12-01 20:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.146833	54.766417	0	50	"AKUTAN"	0	2
102	360	511	128	"2009-12-01 20:59:00"	0	28	367161350	"r"	"17PUGA1"	-166.548512	53.877367	0	0	"DUTCH HARBOR"	1	3
14	49	49	127	"2009-12-01 21:30:00"	0	22	367390380	"r"	"17PAKU1"	-166.087117	54.20925	30	88	"DUTCH HARBOR"	0	2
3	140	155	129	"2009-12-01 21:30:00"	7	24	303628000	"r"	"17PAKU1"	-165.0913	54.793417	0	50	"AKUTAN"	0	2
102	360	511	128	"2009-12-01 21:30:00"	7	41	366433000	"r"	"17PUGA1"	-166.526722	53.903252	0	37	"HOME"	0	2
10	14	359	129	"2009-12-01 21:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.53295	54.12325	70	171	"KLAWOCK,USA"	0	2
10	14	359	129	"2009-12-01 21:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.53295	54.12325	70	171	"P,RUPERT"	0	2
10	14	359	129	"2009-12-01 21:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.53295	54.12325	70	171	"TAICANG,CHINA"	0	2
10	252	256	0	"2009-12-01 21:30:00"	8	32	212015000	"r"	"17PAKU1"	-165.823952	54.504062	70	184	"PUSAN"	0	2
12	275	278	0	"2009-12-01 21:30:00"	0	18	357847000	"r"	"17PUGA1"	-167.229678	54.103468	70	300	"CHIBA JAPAN"	0	2
9	18	22	127	"2009-12-01 21:30:00"	0	26	367717000	"r"	"17PAKU1"	-165.959157	54.728355	0	37	"PIER 90  SEATTLE"	0	2
16	282	280	0	"2009-12-01 21:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.579005	54.298727	70	179	"TOYOHASHI/JAPAN"	0	2
16	282	280	0	"2009-12-01 21:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.579005	54.298727	70	179	"BENICIA"	0	2
16	282	280	0	"2009-12-01 21:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.579005	54.298727	70	179	"LONG BEACH"	0	2
16	282	280	0	"2009-12-01 21:30:00"	0	46	431265000	"r"	"17PAKU1"	-164.579005	54.298727	70	179	"TOYOHASHI/JAPAN"	0	2
12	289	290	0	"2009-12-01 21:59:00"	0	5	352811000	"r"	"17PUGA1"	-167.617733	54.232117	70	171	"KOBE"	1	3
12	272	277	0	"2009-12-01 22:00:00"	0	18	357847000	"r"	"17PUGA1"	-167.401783	54.11076	70	300	"CHIBA JAPAN"	1	1
11	256	259	0	"2009-12-01 22:00:00"	8	32	212015000	"r"	"17PAKU1"	-165.967958	54.480647	70	184	"PUSAN"	1	1
12	35	35	0	"2009-12-01 22:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.45715	54.211017	70	171	"KLAWOCK,USA"	1	1
12	35	35	0	"2009-12-01 22:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.45715	54.211017	70	171	"P,RUPERT"	1	1
12	35	35	0	"2009-12-01 22:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.45715	54.211017	70	171	"TAICANG,CHINA"	1	1
14	70	68	0	"2009-12-01 22:00:00"	0	22	367390380	"r"	"17PAKU1"	-165.92965	54.277367	30	88	"DUTCH HARBOR"	1	1
9	18	22	129	"2009-12-01 22:00:00"	0	26	367717000	"r"	"17PAKU1"	-165.918783	54.79636	0	37	"PIER 90  SEATTLE"	1	1
17	281	278	0	"2009-12-01 22:00:00"	0	46	431265000	"r"	"17PAKU1"	-164.813153	54.32379	70	179	"TOYOHASHI/JAPAN"	1	1
17	281	278	0	"2009-12-01 22:00:00"	0	46	431265000	"r"	"17PAKU1"	-164.813153	54.32379	70	179	"BENICIA"	1	1
17	281	278	0	"2009-12-01 22:00:00"	0	46	431265000	"r"	"17PAKU1"	-164.813153	54.32379	70	179	"LONG BEACH"	1	1
17	281	278	0	"2009-12-01 22:00:00"	0	46	431265000	"r"	"17PAKU1"	-164.813153	54.32379	70	179	"TOYOHASHI/JAPAN"	1	1
2	95	125	0	"2009-12-01 22:00:00"	7	24	303628000	"r"	"17PAKU1"	-165.07185	54.772883	0	50	"AKUTAN"	1	1
12	282	289	127	"2009-12-01 22:02:00"	0	5	352811000	"r"	"17PUGA1"	-167.6303	54.234367	70	171	"KOBE"	3	1
11	288	287	0	"2009-12-01 22:31:00"	0	5	352811000	"r"	"17PUGA1"	-167.7758	54.263733	70	171	"KOBE"	1	2
2	140	159	0	"2009-12-01 22:58:59"	7	24	303628000	"r"	"17PAKU1"	-165.045217	54.729083	0	50	"AKUTAN"	0.0166666666666657	3
15	276	273	0	"2009-12-01 22:58:59"	0	46	431265000	"r"	"17PAKU1"	-165.260098	54.366995	70	179	"TOYOHASHI/JAPAN"	0.0166666666666657	3
15	276	273	0	"2009-12-01 22:58:59"	0	46	431265000	"r"	"17PAKU1"	-165.260098	54.366995	70	179	"BENICIA"	0.0166666666666657	3
15	276	273	0	"2009-12-01 22:58:59"	0	46	431265000	"r"	"17PAKU1"	-165.260098	54.366995	70	179	"LONG BEACH"	0.0166666666666657	3
15	276	273	0	"2009-12-01 22:58:59"	0	46	431265000	"r"	"17PAKU1"	-165.260098	54.366995	70	179	"TOYOHASHI/JAPAN"	0.0166666666666657	3
12	214	215	0	"2009-12-01 22:58:59"	0	1	354219000	"r"	"17PAKU1"	-166.44945	54.238567	70	171	"KLAWOCK,USA"	0.0166666666666657	3
12	214	215	0	"2009-12-01 22:58:59"	0	1	354219000	"r"	"17PAKU1"	-166.44945	54.238567	70	171	"P,RUPERT"	0.0166666666666657	3
12	214	215	0	"2009-12-01 22:58:59"	0	1	354219000	"r"	"17PAKU1"	-166.44945	54.238567	70	171	"TAICANG,CHINA"	0.0166666666666657	3
10	264	266	0	"2009-12-01 22:58:59"	8	32	212015000	"r"	"17PUGA1"	-166.244463	54.452885	70	184	"PUSAN"	0.0166666666666657	3
13	79	80	0	"2009-12-01 22:58:59"	0	22	367390380	"r"	"17PAKU1"	-165.581733	54.3527	30	88	"DUTCH HARBOR"	0.0166666666666657	3
13	271	275	127	"2009-12-01 22:58:59"	0	18	357847000	"r"	"17PUGA1"	-167.751325	54.125163	70	300	"CHIBA JAPAN"	0.0166666666666657	3
102	360	511	128	"2009-12-01 22:58:59"	7	41	366433000	"r"	"17PDUT1"	-166.526723	53.903228	0	37	"HOME"	0.0166666666666657	3
9	21	24	0	"2009-12-01 22:58:59"	0	26	367717000	"r"	"17PAKU1"	-165.830292	54.937548	0	37	"PIER 90  SEATTLE"	0.0166666666666657	3
15	277	273	0	"2009-12-01 23:00:00"	0	46	431265000	"r"	"17PAKU1"	-165.26854	54.367562	70	179	"TOYOHASHI/JAPAN"	1	1
15	277	273	0	"2009-12-01 23:00:00"	0	46	431265000	"r"	"17PAKU1"	-165.26854	54.367562	70	179	"BENICIA"	1	1
15	277	273	0	"2009-12-01 23:00:00"	0	46	431265000	"r"	"17PAKU1"	-165.26854	54.367562	70	179	"LONG BEACH"	1	1
15	277	273	0	"2009-12-01 23:00:00"	0	46	431265000	"r"	"17PAKU1"	-165.26854	54.367562	70	179	"TOYOHASHI/JAPAN"	1	1
10	267	267	0	"2009-12-01 23:00:00"	8	32	212015000	"r"	"17PUGA1"	-166.249068	54.452723	70	184	"PUSAN"	1	1
7	169	190	127	"2009-12-01 23:00:00"	7	24	303628000	"r"	"17PAKU1"	-165.04375	54.7277	0	50	"AKUTAN"	1	1
12	214	215	0	"2009-12-01 23:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.453383	54.235183	70	171	"KLAWOCK,USA"	1	1
12	214	215	0	"2009-12-01 23:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.453383	54.235183	70	171	"P,RUPERT"	1	1
12	214	215	0	"2009-12-01 23:00:00"	0	1	354219000	"r"	"17PAKU1"	-166.453383	54.235183	70	171	"TAICANG,CHINA"	1	1
13	78	78	0	"2009-12-01 23:00:00"	0	22	367390380	"r"	"17PAKU1"	-165.57475	54.353417	30	88	"DUTCH HARBOR"	1	1
9	23	24	0	"2009-12-01 23:30:00"	0	26	367717000	"r"	"17PAKU1"	-165.784705	55.010162	0	37	"PIER 90  SEATTLE"	0	2
102	360	511	128	"2009-12-01 23:30:00"	7	41	366433000	"r"	"17PDUT1"	-166.526713	53.903243	0	37	"HOME"	0	2
12	97	94	0	"2009-12-01 23:30:00"	0	22	367390380	"r"	"17PAKU1"	-165.412367	54.350483	30	88	"DUTCH HARBOR"	0	2
12	216	215	0	"2009-12-01 23:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.55855	54.150417	70	171	"KLAWOCK,USA"	0	2
12	216	215	0	"2009-12-01 23:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.55855	54.150417	70	171	"P,RUPERT"	0	2
12	216	215	0	"2009-12-01 23:30:00"	0	1	354219000	"r"	"17PUGA1"	-166.55855	54.150417	70	171	"TAICANG,CHINA"	0	2
14	276	278	0	"2009-12-01 23:30:00"	0	46	431265000	"r"	"17PAKU1"	-165.467012	54.3811	70	179	"TOYOHASHI/JAPAN"	0	2
14	276	278	0	"2009-12-01 23:30:00"	0	46	431265000	"r"	"17PAKU1"	-165.467012	54.3811	70	179	"BENICIA"	0	2
14	276	278	0	"2009-12-01 23:30:00"	0	46	431265000	"r"	"17PAKU1"	-165.467012	54.3811	70	179	"LONG BEACH"	0	2
14	276	278	0	"2009-12-01 23:30:00"	0	46	431265000	"r"	"17PAKU1"	-165.467012	54.3811	70	179	"TOYOHASHI/JAPAN"	0	2
12	274	270	0	"2009-12-01 23:30:00"	0	18	357847000	"r"	"17PUGA1"	-167.933367	54.132852	70	300	"CHIBA JAPAN"	0	2
