"SOG" "COG" "Heading" "ROT" "BaseDateTime" "Status" "VoyageID" "MMSI" "ReceiverType" "ReceiverID" "coords.x1" "coords.x2" "monthday" "keep"
10.8999996185303 263.299987792969 266 0 2012-12-09 12:02:13 0 73 309392000 "r" "17MADA1" -177.212473 51.227953 "12-9" 1
19.2999992370605 76 73 0 2012-12-09 12:56:16 0 76 357070037 "r" "17MADA1" -177.009083 51.001217 "12-9" 2
10.3000001907349 260.200012207031 262 0 2012-12-09 13:58:44 0 77 256800040 "r" "17MADA1" -175.445498 51.382358 "12-9" 2
18.3999996185303 259 260 0 2012-12-09 15:37:03 0 79 636104569 "r" "17MADA1" -175.146983 51.430617 "12-9" 2
12 89 88 0 2012-12-09 16:08:55 0 80 477720026 "r" "17MADA1" -177.599483 51.0002 "12-9" 2
13.1000003814697 262 259 0 2012-12-09 18:22:12 0 81 563002508 "r" "17MADA1" -175.363583 51.4708 "12-9" 2
11.8999996185303 79.1999969482422 75 0 2012-12-09 18:38:52 0 82 373938000 "r" "17MADA1" -177.008775 51.00053 "12-9" 2
15.1999998092651 257.799987792969 259 0 2012-12-09 22:36:56 0 84 477534100 "r" "17MADA1" -174.809792 51.583752 "12-9" 2
8.89999961853027 309.700012207031 311 0 2012-12-10 00:02:51 0 3 367035710 "r" "17MADA1" -178.737877 51.897972 "12-10" 2
13 82.0999984741211 77 0 2012-12-10 00:29:22 0 82 373938000 "r" "17MADA1" -175.063728 51.220783 "12-10" 2
13.1999998092651 261 259 0 2012-12-10 01:54:16 0 81 563002508 "r" "17MADA1" -178.0086 51.19985 "12-10" 2
16.2999992370605 257.899993896484 258 0 2012-12-10 03:59:43 0 87 564040016 "r" "17MADA1" -175.639667 51.549667 "12-10" 1
14.6999998092651 250.899993896484 253 0 2012-12-10 04:00:13 0 86 357392000 "r" "17MADA1" -176.950903 52.530227 "12-10" 1
0.100000001490116 105 511 128 2012-12-10 04:00:16 15 46 303940600 "r" "17MADA1" -176.647165 51.855987 "12-10" 1
24.5 256.399993896484 256 0 2012-12-10 04:01:18 0 84 477534100 "r" "17MADA1" -177.11104 51.266825 "12-10" 1
15.8000001907349 259.700012207031 258 0 2012-12-10 05:11:05 0 84 477534100 "r" "17MADA1" -177.758965 51.175345 "12-10" 1
18.3999996185303 76.3000030517578 73 0 2012-12-10 08:44:02 0 91 235258006 "r" "17MADP1" -178.09053 52.541857 "12-10" 1
16.6000003814697 256.299987792969 255 0 2012-12-10 09:38:31 0 87 564040016 "r" "17MADA1" -178.0455 51.196833 "12-10" 1
16.3999996185303 209.199996948242 208 0 2012-12-10 10:27:45 0 86 357392000 "r" "17MADA1" -179.344968 51.812383 "12-10" 1
18.7999992370605 73.9000015258789 72 0 2012-12-10 11:53:53 0 91 235258006 "r" "17MADA1" -176.525277 52.795435 "12-10" 1
1.29999995231628 11 511 128 2012-12-10 12:00:26 15 46 303940600 "r" "17MADA1" -176.639087 51.860685 "12-10" 1
10.3000001907349 41 42 0 2012-12-10 17:35:22 0 92 240908010 "r" "17MADA1" -179.206967 51.813733 "12-10" 2
24.5 259.899993896484 258 8 2012-12-10 20:49:30 0 93 356210523 "r" "11ELSE1" -179.272553 30.561748 "12-10" 2
10.8000001907349 73 77 0 2012-12-11 03:59:22 0 92 240908010 "r" "17MADP1" -176.325283 52.4701 "12-11" 1
0 279 511 128 2012-12-11 03:59:47 15 46 303940600 "r" "17MADA1" -176.638318 51.860412 "12-11" 1
11 71 76 0 2012-12-11 06:31:32 0 92 240908010 "r" "17MADA1" -175.58255 52.612533 "12-11" 1
11 13.8999996185303 7 0 2012-12-11 09:45:45 0 98 373070097 "r" "17MADA1" -179.714038 51.73156 "12-11" 1
0 311 511 128 2012-12-11 11:59:56 15 46 303940600 "r" "17MADP1" -176.638388 51.861757 "12-11" 1
