"SOG"	"COG"	"Heading"	"ROT"	"BaseDateTime"	"Status"	"VoyageID"	"MMSI"	"ReceiverType"	"ReceiverID"	"coords.x1"	"coords.x2"	"VesselType"	"Length"	"Destination"	"min_timediff"	"interval"
12	277	277	0	"2010-12-01 10:00:00"	0	31	372304050	"r"	"17PAKU1"	-165.04055	54.35035	70	169	"VS HYG >> CN TAG"	1	1
13	253	254	0	"2010-12-01 10:00:00"	0	25	477090472	"r"	"17PAKU1"	-164.86313	53.691402	70	229	"JINGTANG  CHINA"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.770683	54.380483	70	274	"TACOMA"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.770683	54.380483	70	274	"LOS ANGELES"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.770683	54.380483	70	274	"OAKLAND"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.770683	54.380483	70	274	"PUSAN"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.766483	54.380617	70	274	"TACOMA"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.766483	54.380617	70	274	"LOS ANGELES"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.766483	54.380617	70	274	"OAKLAND"	1	1
23	89	90	0	"2010-12-01 10:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.766483	54.380617	70	274	"PUSAN"	1	1
9	103	96	127	"2010-12-01 10:58:00"	0	56	367057990	"r"	"17PFAL1"	-163.259783	54.15814	30	132	"SEATTLE WA"	2	3
11	271	277	0	"2010-12-01 10:58:59"	0	31	372304050	"r"	"17PBAL1"	-165.379417	54.37585	70	169	"VS HYG >> CN TAG"	0.0166666666666657	3
21	88	87	0	"2010-12-01 10:58:59"	0	30	636051222	"r"	"17PBAL1"	-166.171833	54.3927	70	274	"TACOMA"	0.0166666666666657	3
21	88	87	0	"2010-12-01 10:58:59"	0	30	636051222	"r"	"17PBAL1"	-166.171833	54.3927	70	274	"LOS ANGELES"	0.0166666666666657	3
21	88	87	0	"2010-12-01 10:58:59"	0	30	636051222	"r"	"17PBAL1"	-166.171833	54.3927	70	274	"OAKLAND"	0.0166666666666657	3
21	88	87	0	"2010-12-01 10:58:59"	0	30	636051222	"r"	"17PBAL1"	-166.171833	54.3927	70	274	"PUSAN"	0.0166666666666657	3
10	70	69	127	"2010-12-01 10:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.879363	54.469765	32	45	"NAKNEK Y ANCHOR"	0.0166666666666657	3
10	70	69	127	"2010-12-01 10:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.879363	54.469765	32	45	"PORT ANGELES"	0.0166666666666657	3
10	70	69	127	"2010-12-01 10:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.879363	54.469765	32	45	"VANCOVER BC QB BUOY"	0.0166666666666657	3
10	70	69	127	"2010-12-01 10:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.879363	54.469765	32	45	"JUNEAU"	0.0166666666666657	3
20	274	277	0	"2010-12-01 10:58:59"	0	45	351000325	"r"	"17PFAL1"	-162.847517	54.142083	70	279	"JP TYO"	0.0166666666666657	3
13	247	249	1	"2010-12-01 10:58:59"	0	25	477090472	"r"	"17PBAL1"	-165.20369	53.609913	70	229	"JINGTANG  CHINA"	0.0166666666666657	3
12	272	278	0	"2010-12-01 11:00:00"	0	31	372304050	"r"	"17PAKU1"	-165.3848	54.37595	70	169	"VS HYG >> CN TAG"	1	1
22	88	88	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.161667	54.392917	70	274	"TACOMA"	1	1
22	88	88	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.161667	54.392917	70	274	"LOS ANGELES"	1	1
22	88	88	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.161667	54.392917	70	274	"OAKLAND"	1	1
22	88	88	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.161667	54.392917	70	274	"PUSAN"	1	1
21	276	279	0	"2010-12-01 11:00:00"	0	45	351000325	"r"	"17PFAL1"	-162.858	54.1427	70	279	"JP TYO"	1	1
12	272	278	0	"2010-12-01 11:00:00"	0	31	372304050	"r"	"17PBAL1"	-165.388417	54.376067	70	169	"VS HYG >> CN TAG"	1	1
21	277	279	0	"2010-12-01 11:00:00"	0	45	351000325	"r"	"17PFAL1"	-162.8609	54.142933	70	279	"JP TYO"	1	1
21	88	87	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.1554	54.39305	70	274	"TACOMA"	1	1
21	88	87	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.1554	54.39305	70	274	"LOS ANGELES"	1	1
21	88	87	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.1554	54.39305	70	274	"OAKLAND"	1	1
21	88	87	0	"2010-12-01 11:00:00"	0	30	636051222	"r"	"17PBAL1"	-166.1554	54.39305	70	274	"PUSAN"	1	1
8	106	95	0	"2010-12-01 11:07:00"	0	56	367057990	"r"	"17PFAL1"	-163.225118	54.154292	30	132	"SEATTLE WA"	8	1
21	278	280	0	"2010-12-01 11:30:00"	0	45	351000325	"r"	"17PFAL1"	-163.1429	54.164283	70	279	"JP TYO"	0	2
20	88	87	0	"2010-12-01 11:30:00"	0	30	636051222	"r"	"17PBAL1"	-165.856367	54.39805	70	274	"TACOMA"	0	2
20	88	87	0	"2010-12-01 11:30:00"	0	30	636051222	"r"	"17PBAL1"	-165.856367	54.39805	70	274	"LOS ANGELES"	0	2
20	88	87	0	"2010-12-01 11:30:00"	0	30	636051222	"r"	"17PBAL1"	-165.856367	54.39805	70	274	"OAKLAND"	0	2
20	88	87	0	"2010-12-01 11:30:00"	0	30	636051222	"r"	"17PBAL1"	-165.856367	54.39805	70	274	"PUSAN"	0	2
12	277	277	0	"2010-12-01 11:30:00"	0	31	372304050	"r"	"17PAKU1"	-165.554717	54.3861	70	169	"VS HYG >> CN TAG"	0	2
10	229	228	0	"2010-12-01 11:30:00"	0	39	302434842	"r"	"17PFAL1"	-163.774013	55.436347	0	50	"SEWARD"	0	2
13	241	246	2	"2010-12-01 11:30:00"	0	25	477090472	"r"	"17PAKU1"	-165.376213	53.565623	70	229	"JINGTANG  CHINA"	0	2
1	211	200	0	"2010-12-01 11:55:00"	15	5	303450400	"r"	"17PKIN1"	-162.328533	55.053933	0	3	"HOME"	5	3
102	360	511	128	"2010-12-01 11:59:59"	0	6	367035611	"r"	"17PBAL1"	-166.548633	53.8772	0	0	"DUTCH HARBOR"	1.98333333333333	1
8	104	96	0	"2010-12-01 12:22:59"	0	56	367057990	"r"	"17PFAL1"	-162.931982	54.112842	30	132	"SEATTLE WA"	6.01666666666667	2
12	247	246	253	"2010-12-01 12:30:00"	0	25	477090472	"r"	"17PBAL1"	-165.689155	53.48286	70	229	"JINGTANG  CHINA"	0	2
9	69	68	0	"2010-12-01 12:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.504753	54.544122	32	45	"NAKNEK Y ANCHOR"	0	2
9	69	68	0	"2010-12-01 12:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.504753	54.544122	32	45	"PORT ANGELES"	0	2
9	69	68	0	"2010-12-01 12:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.504753	54.544122	32	45	"VANCOVER BC QB BUOY"	0	2
9	69	68	0	"2010-12-01 12:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.504753	54.544122	32	45	"JUNEAU"	0	2
14	278	277	0	"2010-12-01 12:30:00"	0	53	249006807	"r"	"17PFAL1"	-162.781867	54.159717	70	224	"SPORE"	0	2
10	230	228	0	"2010-12-01 12:30:00"	0	39	302434842	"r"	"17PFAL1"	-163.987427	55.329685	0	50	"SEWARD"	0	2
13	274	277	0	"2010-12-01 12:30:00"	0	31	372304050	"r"	"17PAKU1"	-165.886167	54.408483	70	169	"VS HYG >> CN TAG"	0	2
22	100	100	0	"2010-12-01 12:30:00"	0	30	636051222	"r"	"17PAKU1"	-165.22615	54.356367	70	274	"TACOMA"	0	2
22	100	100	0	"2010-12-01 12:30:00"	0	30	636051222	"r"	"17PAKU1"	-165.22615	54.356367	70	274	"LOS ANGELES"	0	2
22	100	100	0	"2010-12-01 12:30:00"	0	30	636051222	"r"	"17PAKU1"	-165.22615	54.356367	70	274	"OAKLAND"	0	2
22	100	100	0	"2010-12-01 12:30:00"	0	30	636051222	"r"	"17PAKU1"	-165.22615	54.356367	70	274	"PUSAN"	0	2
13	243	245	0	"2010-12-01 13:00:00"	0	31	372304050	"r"	"17PBAL1"	-166.060933	54.394717	70	169	"VS HYG >> CN TAG"	1	1
20	238	240	0	"2010-12-01 13:00:00"	0	45	351000325	"r"	"17PAKU1"	-163.970067	54.147683	70	279	"JP TYO"	1	1
13	245	250	0	"2010-12-01 13:00:00"	0	25	477090472	"r"	"17PAKU1"	-165.858265	53.435267	70	229	"JINGTANG  CHINA"	1	1
13	245	250	0	"2010-12-01 13:00:00"	0	25	477090472	"r"	"17PAKU1"	-165.859263	53.43499	70	229	"JINGTANG  CHINA"	1	1
13	243	246	0	"2010-12-01 13:00:00"	0	31	372304050	"r"	"17PBAL1"	-166.063517	54.393933	70	169	"VS HYG >> CN TAG"	1	1
9	70	70	0	"2010-12-01 13:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.377125	54.571273	32	45	"NAKNEK Y ANCHOR"	1	1
9	70	70	0	"2010-12-01 13:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.377125	54.571273	32	45	"PORT ANGELES"	1	1
9	70	70	0	"2010-12-01 13:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.377125	54.571273	32	45	"VANCOVER BC QB BUOY"	1	1
9	70	70	0	"2010-12-01 13:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.377125	54.571273	32	45	"JUNEAU"	1	1
20	238	241	0	"2010-12-01 13:00:00"	0	45	351000325	"r"	"17PAKU1"	-163.97485	54.145967	70	279	"JP TYO"	1	1
14	278	277	0	"2010-12-01 13:00:00"	0	53	249006807	"r"	"17PFAL1"	-162.9815	54.177417	70	224	"SPORE"	1	1
14	279	277	0	"2010-12-01 13:58:59"	0	53	249006807	"r"	"17PFAL1"	-163.34955	54.20895	70	224	"SPORE"	0.0166666666666657	3
9	70	73	127	"2010-12-01 13:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.142953	54.615855	32	45	"NAKNEK Y ANCHOR"	0.0166666666666657	3
9	70	73	127	"2010-12-01 13:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.142953	54.615855	32	45	"PORT ANGELES"	0.0166666666666657	3
9	70	73	127	"2010-12-01 13:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.142953	54.615855	32	45	"VANCOVER BC QB BUOY"	0.0166666666666657	3
9	70	73	127	"2010-12-01 13:58:59"	0	33	367390203	"r"	"17PFAL1"	-163.142953	54.615855	32	45	"JUNEAU"	0.0166666666666657	3
20	238	240	0	"2010-12-01 13:58:59"	0	45	351000325	"r"	"17PAKU1"	-164.459633	53.980017	70	279	"JP TYO"	0.0166666666666657	3
13	243	243	0	"2010-12-01 13:58:59"	0	31	372304050	"r"	"17PAKU1"	-166.382433	54.294883	70	169	"VS HYG >> CN TAG"	0.0166666666666657	3
22	99	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.283433	54.27075	70	274	"TACOMA"	1	1
22	99	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.283433	54.27075	70	274	"LOS ANGELES"	1	1
22	99	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.283433	54.27075	70	274	"OAKLAND"	1	1
22	99	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.283433	54.27075	70	274	"PUSAN"	1	1
20	240	240	0	"2010-12-01 14:00:00"	0	45	351000325	"r"	"17PAKU1"	-164.470633	53.976217	70	279	"JP TYO"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.138435	54.616772	32	45	"NAKNEK Y ANCHOR"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.138435	54.616772	32	45	"PORT ANGELES"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.138435	54.616772	32	45	"VANCOVER BC QB BUOY"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.138435	54.616772	32	45	"JUNEAU"	1	1
14	279	277	0	"2010-12-01 14:00:00"	0	53	249006807	"r"	"17PFAL1"	-163.358117	54.209717	70	224	"SPORE"	1	1
13	242	243	0	"2010-12-01 14:00:00"	0	31	372304050	"r"	"17PBAL1"	-166.38795	54.29325	70	169	"VS HYG >> CN TAG"	1	1
20	239	239	0	"2010-12-01 14:00:00"	0	45	351000325	"r"	"17PAKU1"	-164.471333	53.975967	70	279	"JP TYO"	1	1
21	101	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.2779	54.270233	70	274	"TACOMA"	1	1
21	101	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.2779	54.270233	70	274	"LOS ANGELES"	1	1
21	101	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.2779	54.270233	70	274	"OAKLAND"	1	1
21	101	101	0	"2010-12-01 14:00:00"	0	30	636051222	"r"	"17PFAL1"	-164.2779	54.270233	70	274	"PUSAN"	1	1
13	246	245	0	"2010-12-01 14:00:00"	0	25	477090472	"r"	"17PAKU1"	-166.189293	53.350015	70	229	"JINGTANG  CHINA"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.137723	54.616925	32	45	"NAKNEK Y ANCHOR"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.137723	54.616925	32	45	"PORT ANGELES"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.137723	54.616925	32	45	"VANCOVER BC QB BUOY"	1	1
9	71	72	129	"2010-12-01 14:00:00"	0	33	367390203	"r"	"17PFAL1"	-163.137723	54.616925	32	45	"JUNEAU"	1	1
8	74	73	0	"2010-12-01 14:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.025475	54.637185	32	45	"NAKNEK Y ANCHOR"	0	2
8	74	73	0	"2010-12-01 14:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.025475	54.637185	32	45	"PORT ANGELES"	0	2
8	74	73	0	"2010-12-01 14:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.025475	54.637185	32	45	"VANCOVER BC QB BUOY"	0	2
8	74	73	0	"2010-12-01 14:30:00"	0	33	367390203	"r"	"17PFAL1"	-163.025475	54.637185	32	45	"JUNEAU"	0	2
14	277	276	0	"2010-12-01 14:30:00"	0	53	249006807	"r"	"17PFAL1"	-163.5438	54.227133	70	224	"SPORE"	0	2
13	242	243	0	"2010-12-01 14:30:00"	0	31	372304050	"r"	"17PAKU1"	-166.5493	54.245733	70	169	"VS HYG >> CN TAG"	0	2
20	240	241	0	"2010-12-01 14:30:00"	0	45	351000325	"r"	"17PAKU1"	-164.71565	53.89065	70	279	"JP TYO"	0	2
21	99	100	0	"2010-12-01 15:30:00"	0	30	636051222	"r"	"17PFAL1"	-163.374717	54.186633	70	274	"TACOMA"	0	2
21	99	100	0	"2010-12-01 15:30:00"	0	30	636051222	"r"	"17PFAL1"	-163.374717	54.186633	70	274	"LOS ANGELES"	0	2
21	99	100	0	"2010-12-01 15:30:00"	0	30	636051222	"r"	"17PFAL1"	-163.374717	54.186633	70	274	"OAKLAND"	0	2
21	99	100	0	"2010-12-01 15:30:00"	0	30	636051222	"r"	"17PFAL1"	-163.374717	54.186633	70	274	"PUSAN"	0	2
8	39	41	127	"2010-12-01 15:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.84731	54.745697	32	45	"NAKNEK Y ANCHOR"	0	2
8	39	41	127	"2010-12-01 15:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.84731	54.745697	32	45	"PORT ANGELES"	0	2
8	39	41	127	"2010-12-01 15:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.84731	54.745697	32	45	"VANCOVER BC QB BUOY"	0	2
8	39	41	127	"2010-12-01 15:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.84731	54.745697	32	45	"JUNEAU"	0	2
21	237	237	0	"2010-12-01 15:30:00"	0	45	351000325	"r"	"17PAKU1"	-165.213433	53.716433	70	279	"JP TYO"	0	2
13	238	238	0	"2010-12-01 15:30:00"	0	31	372304050	"r"	"17PAKU1"	-166.88125	54.138367	70	169	"VS HYG >> CN TAG"	0	2
13	240	238	0	"2010-12-01 16:00:00"	0	31	372304050	"r"	"17PBAL1"	-167.035983	54.0864	70	169	"VS HYG >> CN TAG"	1	1
21	240	240	0	"2010-12-01 16:00:00"	0	45	351000325	"r"	"17PBAL1"	-165.464533	53.628867	70	279	"JP TYO"	1	1
9	40	40	0	"2010-12-01 16:00:00"	0	33	367390203	"r"	"17PFAL1"	-162.778643	54.792405	32	45	"NAKNEK Y ANCHOR"	1	1
9	40	40	0	"2010-12-01 16:00:00"	0	33	367390203	"r"	"17PFAL1"	-162.778643	54.792405	32	45	"PORT ANGELES"	1	1
9	40	40	0	"2010-12-01 16:00:00"	0	33	367390203	"r"	"17PFAL1"	-162.778643	54.792405	32	45	"VANCOVER BC QB BUOY"	1	1
9	40	40	0	"2010-12-01 16:00:00"	0	33	367390203	"r"	"17PFAL1"	-162.778643	54.792405	32	45	"JUNEAU"	1	1
14	276	276	0	"2010-12-01 16:00:00"	0	53	249006807	"r"	"17PFAL1"	-164.12455	54.275333	70	224	"SPORE"	1	1
102	360	511	128	"2010-12-01 16:32:59"	0	20	366833057	"r"	"17PDUT1"	-166.541432	53.878798	0	40	"DUTCH HARBOR"	3.98333333333333	2
14	278	282	0	"2010-12-01 16:58:59"	0	53	249006807	"r"	"17PAKU1"	-164.49585	54.305483	70	224	"SPORE"	0.0166666666666657	3
13	237	241	0	"2010-12-01 16:58:59"	0	31	372304050	"r"	"17PBAL1"	-167.331517	53.98625	70	169	"VS HYG >> CN TAG"	0.0166666666666657	3
102	360	511	128	"2010-12-01 16:58:59"	0	6	367035611	"r"	"17PBAL1"	-166.548615	53.877223	0	0	"DUTCH HARBOR"	0.0166666666666657	3
9	62	63	127	"2010-12-01 16:58:59"	0	33	367390203	"r"	"17PFAL1"	-162.565715	54.872038	32	45	"NAKNEK Y ANCHOR"	0.0166666666666657	3
9	62	63	127	"2010-12-01 16:58:59"	0	33	367390203	"r"	"17PFAL1"	-162.565715	54.872038	32	45	"PORT ANGELES"	0.0166666666666657	3
9	62	63	127	"2010-12-01 16:58:59"	0	33	367390203	"r"	"17PFAL1"	-162.565715	54.872038	32	45	"VANCOVER BC QB BUOY"	0.0166666666666657	3
9	62	63	127	"2010-12-01 16:58:59"	0	33	367390203	"r"	"17PFAL1"	-162.565715	54.872038	32	45	"JUNEAU"	0.0166666666666657	3
14	278	282	0	"2010-12-01 17:00:00"	0	53	249006807	"r"	"17PFAL1"	-164.50255	54.306067	70	224	"SPORE"	1	1
13	237	241	0	"2010-12-01 17:00:00"	0	31	372304050	"r"	"17PAKU1"	-167.33675	53.9843	70	169	"VS HYG >> CN TAG"	1	1
20	239	242	0	"2010-12-01 17:00:00"	0	45	351000325	"r"	"17PAKU1"	-165.948583	53.454833	70	279	"JP TYO"	1	1
16	279	278	0	"2010-12-01 17:30:00"	0	53	249006807	"r"	"17PFAL1"	-164.717583	54.328133	70	224	"SPORE"	0	2
14	243	248	0	"2010-12-01 17:30:00"	0	31	372304050	"r"	"17PBAL1"	-167.51115	53.923767	70	169	"VS HYG >> CN TAG"	0	2
102	360	511	128	"2010-12-01 17:30:00"	0	6	367035611	"r"	"17PDUT1"	-166.548653	53.877215	0	0	"DUTCH HARBOR"	0	2
8	21	21	0	"2010-12-01 17:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.478868	54.924995	32	45	"NAKNEK Y ANCHOR"	0	2
8	21	21	0	"2010-12-01 17:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.478868	54.924995	32	45	"PORT ANGELES"	0	2
8	21	21	0	"2010-12-01 17:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.478868	54.924995	32	45	"VANCOVER BC QB BUOY"	0	2
8	21	21	0	"2010-12-01 17:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.478868	54.924995	32	45	"JUNEAU"	0	2
102	360	511	128	"2010-12-01 17:59:59"	0	6	367035611	"r"	"17PDUT1"	-166.548582	53.877217	0	0	"DUTCH HARBOR"	1.98333333333333	1
16	280	277	0	"2010-12-01 18:30:00"	0	53	249006807	"r"	"17PAKU1"	-165.15535	54.365217	70	224	"SPORE"	0	2
9	84	83	0	"2010-12-01 18:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.286138	55.004823	32	45	"NAKNEK Y ANCHOR"	0	2
9	84	83	0	"2010-12-01 18:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.286138	55.004823	32	45	"PORT ANGELES"	0	2
9	84	83	0	"2010-12-01 18:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.286138	55.004823	32	45	"VANCOVER BC QB BUOY"	0	2
9	84	83	0	"2010-12-01 18:30:00"	0	33	367390203	"r"	"17PFAL1"	-162.286138	55.004823	32	45	"JUNEAU"	0	2
8	239	226	0	"2010-12-01 19:00:00"	0	39	302434842	"r"	"17PAKU1"	-165.246692	54.680117	0	50	"SEWARD"	1	1
9	83	83	0	"2010-12-01 19:00:00"	0	33	367390203	"r"	"17PKIN1"	-162.159987	55.011932	32	45	"NAKNEK Y ANCHOR"	1	1
9	83	83	0	"2010-12-01 19:00:00"	0	33	367390203	"r"	"17PKIN1"	-162.159987	55.011932	32	45	"PORT ANGELES"	1	1
9	83	83	0	"2010-12-01 19:00:00"	0	33	367390203	"r"	"17PKIN1"	-162.159987	55.011932	32	45	"VANCOVER BC QB BUOY"	1	1
9	83	83	0	"2010-12-01 19:00:00"	0	33	367390203	"r"	"17PKIN1"	-162.159987	55.011932	32	45	"JUNEAU"	1	1
14	279	277	0	"2010-12-01 19:00:00"	0	53	249006807	"r"	"17PBAL1"	-165.364567	54.383667	70	224	"SPORE"	1	1
2	317	301	0	"2010-12-01 19:58:59"	15	47	367919705	"r"	"17PFAL1"	-163.684003	55.502143	90	31	NA	0.0166666666666657	3
13	277	277	0	"2010-12-01 19:58:59"	0	53	249006807	"r"	"17PBAL1"	-165.737017	54.414933	70	224	"SPORE"	0.0166666666666657	3
9	223	225	0	"2010-12-01 19:58:59"	0	39	302434842	"r"	"17PAKU1"	-165.42302	54.586295	0	50	"SEWARD"	0.0166666666666657	3
9	210	511	128	"2010-12-01 19:58:59"	0	106	367070013	"r"	"17PAKU1"	-165.44934	54.851872	0	50	"UNISEA"	0.0166666666666657	3
2	309	277	0	"2010-12-01 20:00:00"	15	47	367919705	"r"	"17PFAL1"	-163.684612	55.502622	90	31	NA	1	1
13	277	285	127	"2010-12-01 20:00:00"	0	53	249006807	"r"	"17PAKU1"	-165.74315	54.415367	70	224	"SPORE"	1	1
9	233	229	0	"2010-12-01 20:00:00"	0	39	302434842	"r"	"17PAKU1"	-165.427967	54.583882	0	50	"SEWARD"	1	1
13	280	291	127	"2010-12-01 20:00:00"	0	53	249006807	"r"	"17PBAL1"	-165.7452	54.415583	70	224	"SPORE"	1	1
9	225	511	128	"2010-12-01 20:00:00"	0	106	367070013	"r"	"17PAKU1"	-165.453438	54.848457	0	50	"UNISEA"	1	1
2	303	288	127	"2010-12-01 20:30:00"	15	47	367919705	"r"	"17PFAL1"	-163.700262	55.512797	90	31	NA	0	2
9	227	225	129	"2010-12-01 20:30:00"	0	39	302434842	"r"	"17PAKU1"	-165.519823	54.534688	0	50	"SEWARD"	0	2
13	305	305	0	"2010-12-01 20:30:00"	0	53	249006807	"r"	"17PAKU1"	-165.900517	54.478217	70	224	"SPORE"	0	2
102	360	511	128	"2010-12-01 20:59:59"	0	6	367035611	"r"	"17PBAL1"	-166.548647	53.877207	0	0	"DUTCH HARBOR"	1.98333333333333	1
13	306	306	0	"2010-12-01 21:30:00"	0	53	249006807	"r"	"17PBAL1"	-166.203867	54.601183	70	224	"SPORE"	0	2
9	212	511	128	"2010-12-01 21:30:00"	0	106	367070013	"r"	"17PBAL1"	-165.68139	54.656643	0	50	"UNISEA"	0	2
