"SOG"	"COG"	"Heading"	"ROT"	"BaseDateTime"	"Status"	"VoyageID"	"MMSI"	"ReceiverType"	"ReceiverID"	"coords.x1"	"coords.x2"	"VesselType"	"Length"	"Destination"	"min_timediff"	"interval"
8	95	511	128	"2009-10-01 09:00:00"	0	14	367170270	"r"	"17PUGA1"	-166.038663	54.443343	30	32	"DUTCH"	1	1
8	40	58	127	"2009-10-01 09:32:59"	0	51	303428000	"r"	"17PAKU1"	-165.156967	55.109883	30	39	"GROUNDS"	3.98333333333333	2
12	117	116	127	"2009-10-01 09:58:59"	7	3	367124090	"r"	"17PAKU1"	-166.171253	53.940862	30	37	"FISHING COD"	0.0166666666666657	3
12	282	284	0	"2009-10-01 09:58:59"	0	37	477173100	"r"	"17PAKU1"	-166.215933	54.459417	79	190	"KOBE"	0.0166666666666657	3
12	269	268	0	"2009-10-01 09:58:59"	0	41	351617000	"r"	"17PBAL1"	-167.726267	54.364917	70	169	"INCHION_KOREA"	0.0166666666666657	3
9	266	271	0	"2009-10-01 09:58:59"	0	19	352866000	"r"	"17PUGA1"	-166.511767	54.325833	80	179	"DUTCH HARBOR"	0.0166666666666657	3
16	95	96	0	"2009-10-01 09:58:59"	0	17	352737000	"r"	"17PUGA1"	-166.065083	54.389567	70	218	"PORT ANGELES P.STN."	0.0166666666666657	3
8	80	87	0	"2009-10-01 09:58:59"	7	6	338688800	"r"	"17PAKU1"	-165.523533	53.912163	30	25	"SEATTLE"	0.0166666666666657	3
10	193	511	128	"2009-10-01 09:58:59"	0	46	367332000	"r"	"17PAKU1"	-165.1438	55.001467	0	28	"FISHING GROUNDS"	0.0166666666666657	3
21	80	81	0	"2009-10-01 09:58:59"	0	52	351550000	"r"	"17PUGA1"	-167.909918	54.173682	79	300	"PRINCE RUPERT CANAD"	0.0166666666666657	3
21	80	81	0	"2009-10-01 09:58:59"	0	52	351550000	"r"	"17PUGA1"	-167.909918	54.173682	79	300	"PRINCE RUPERT CANAD"	0.0166666666666657	3
2	128	144	127	"2009-10-01 09:58:59"	0	22	366819310	"r"	"17PAKU1"	-165.000917	53.908833	30	76	NA	0.0166666666666657	3
9	26	21	0	"2009-10-01 09:58:59"	0	33	367026970	"r"	"17PAKU1"	-165.54755	55.008322	0	51	"AKUTAN/FISHING GROUL"	0.0166666666666657	3
11	19	16	0	"2009-10-01 09:58:59"	0	43	367309330	"r"	"17PUGA1"	-166.263412	54.29854	32	31	"DUTCH"	0.0166666666666657	3
11	36	37	0	"2009-10-01 09:58:59"	7	11	303672000	"r"	"17PBAL1"	-166.522483	53.8831	0	39	"EVERETT"	0.0166666666666657	3
14	255	261	0	"2009-10-01 09:58:59"	0	2	538090021	"r"	"17PUGA1"	-166.260917	54.438617	70	173	"TOMAKOMAI"	0.0166666666666657	3
10	92	89	0	"2009-10-01 09:58:59"	0	51	303428000	"r"	"17PAKU1"	-165.03785	55.110217	30	39	"GROUNDS"	0.0166666666666657	3
22	279	278	0	"2009-10-01 09:58:59"	0	50	354367000	"r"	"17PAKU1"	-163.565938	54.20352	71	279	"KOBE"	0.0166666666666657	3
7	133	132	0	"2009-10-01 09:58:59"	7	30	367170350	"r"	"17PUGA1"	-166.658592	54.110312	30	54	"FISHING GROUNDS"	0.0166666666666657	3
9	348	344	0	"2009-10-01 09:58:59"	0	39	366887950	"r"	"17PUGA1"	-166.670088	54.541838	32	45	"CAPTS BAY AK"	0.0166666666666657	3
9	196	511	128	"2009-10-01 09:58:59"	7	34	367046940	"r"	"17PAKU1"	-165.714678	54.268248	30	40	"AKUTAN AK"	0.0166666666666657	3
2	266	511	128	"2009-10-01 09:58:59"	0	14	367170270	"r"	"17PAKU1"	-166.066107	54.38321	30	32	"DUTCH"	0.0166666666666657	3
1	321	317	129	"2009-10-01 09:58:59"	15	5	338104000	"r"	"17PBAL1"	-166.62978	54.122782	30	15	NA	0.0166666666666657	3
2	331	511	128	"2009-10-01 10:00:00"	0	4	366987660	"r"	"17PDUT1"	-166.610318	53.942468	0	120	"1"	1	1
11	101	100	127	"2009-10-01 10:00:00"	7	3	367124090	"r"	"17PAKU1"	-166.166378	53.939697	30	37	"FISHING COD"	1	1
12	282	283	0	"2009-10-01 10:00:00"	0	37	477173100	"r"	"17PAKU1"	-166.22155	54.460133	79	190	"KOBE"	1	1
9	267	270	0	"2009-10-01 10:00:00"	0	19	352866000	"r"	"17PUGA1"	-166.516	54.3257	80	179	"DUTCH HARBOR"	1	1
16	96	97	0	"2009-10-01 10:00:00"	0	17	352737000	"r"	"17PBAL1"	-166.057717	54.3891	70	218	"PORT ANGELES P.STN."	1	1
8	79	76	0	"2009-10-01 10:00:00"	7	6	338688800	"r"	"17PBAL1"	-165.519628	53.912588	30	25	"SEATTLE"	1	1
21	80	81	0	"2009-10-01 10:00:00"	0	52	351550000	"r"	"17PUGA1"	-167.900047	54.174852	79	300	"PRINCE RUPERT CANAD"	1	1
21	80	81	0	"2009-10-01 10:00:00"	0	52	351550000	"r"	"17PUGA1"	-167.900047	54.174852	79	300	"PRINCE RUPERT CANAD"	1	1
8	199	511	128	"2009-10-01 10:00:00"	15	15	303496000	"r"	"17PFAL1"	-162.489118	54.905203	0	30	NA	1	1
9	23	23	0	"2009-10-01 10:00:00"	0	33	367026970	"r"	"17PAKU1"	-165.545647	55.010658	0	51	"AKUTAN/FISHING GROUL"	1	1
12	266	268	0	"2009-10-01 10:00:00"	0	41	351617000	"r"	"17PBAL1"	-167.734	54.364667	70	169	"INCHION_KOREA"	1	1
11	20	18	0	"2009-10-01 10:00:00"	0	43	367309330	"r"	"17PUGA1"	-166.261767	54.301373	32	31	"DUTCH"	1	1
10	193	511	128	"2009-10-01 10:00:00"	0	46	367332000	"r"	"17PAKU1"	-165.145867	54.998383	0	28	"FISHING GROUNDS"	1	1
11	36	37	0	"2009-10-01 10:00:00"	7	11	303672000	"r"	"17PUGA1"	-166.5195	53.885483	0	39	"EVERETT"	1	1
2	135	147	0	"2009-10-01 10:00:00"	0	22	366819310	"r"	"17PAKU1"	-165	53.908317	30	76	NA	1	1
15	259	259	0	"2009-10-01 10:00:00"	0	2	538090021	"r"	"17PUGA1"	-166.267617	54.43795	70	173	"TOMAKOMAI"	1	1
22	278	278	0	"2009-10-01 10:00:00"	0	50	354367000	"r"	"17PAKU1"	-163.576228	54.204393	71	279	"KOBE"	1	1
7	131	134	127	"2009-10-01 10:00:00"	7	30	367170350	"r"	"17PDUT1"	-166.656238	54.109088	30	54	"FISHING GROUNDS"	1	1
8	349	345	0	"2009-10-01 10:00:00"	0	39	366887950	"r"	"17PUGA1"	-166.670912	54.54415	32	45	"CAPTS BAY AK"	1	1
9	197	511	128	"2009-10-01 10:00:00"	7	34	367046940	"r"	"17PUGA1"	-165.71582	54.265877	30	40	"AKUTAN AK"	1	1
4	265	511	128	"2009-10-01 10:00:00"	0	14	367170270	"r"	"17PBAL1"	-166.067403	54.383013	30	32	"DUTCH"	1	1
1	17	318	127	"2009-10-01 10:00:00"	15	5	338104000	"r"	"17PUGA1"	-166.629753	54.122968	30	15	NA	1	1
10	92	93	0	"2009-10-01 10:01:00"	0	51	303428000	"r"	"17PAKU1"	-165.0318	55.110183	30	39	"GROUNDS"	2	1
10	335	336	0	"2009-10-01 10:30:00"	7	11	303672000	"r"	"17PDUT1"	-166.5075	53.963567	0	39	"EVERETT"	0	2
11	23	17	0	"2009-10-01 10:30:00"	0	43	367309330	"r"	"17PUGA1"	-166.205413	54.38646	32	31	"DUTCH"	0	2
4	248	511	128	"2009-10-01 10:30:00"	0	14	367170270	"r"	"17PUGA1"	-166.126012	54.37252	30	32	"DUTCH"	0	2
11	196	511	128	"2009-10-01 10:30:00"	0	46	367332000	"r"	"17PAKU1"	-165.204417	54.917183	0	28	"FISHING GROUNDS"	0	2
1	141	149	127	"2009-10-01 10:30:00"	0	22	366819310	"r"	"17PAKU1"	-164.976167	53.896533	30	76	NA	0	2
10	252	252	129	"2009-10-01 10:30:00"	7	30	367170350	"r"	"17PBAL1"	-166.74251	54.079112	30	54	"FISHING GROUNDS"	0	2
9	349	349	0	"2009-10-01 10:30:00"	0	39	366887950	"r"	"17PUGA1"	-166.691968	54.615452	32	45	"CAPTS BAY AK"	0	2
10	174	511	128	"2009-10-01 10:30:00"	7	34	367046940	"r"	"17PAKU1"	-165.712603	54.184842	30	40	"AKUTAN AK"	0	2
22	80	81	0	"2009-10-01 10:30:00"	0	52	351550000	"r"	"17PUGA1"	-167.593068	54.205193	79	300	"PRINCE RUPERT CANAD"	0	2
22	80	81	0	"2009-10-01 10:30:00"	0	52	351550000	"r"	"17PUGA1"	-167.593068	54.205193	79	300	"PRINCE RUPERT CANAD"	0	2
1	70	174	129	"2009-10-01 10:30:00"	7	6	338688800	"r"	"17PBAL1"	-165.427817	53.923892	30	25	"SEATTLE"	0	2
15	98	96	0	"2009-10-01 10:30:00"	0	17	352737000	"r"	"17PUGA1"	-165.826183	54.381767	70	218	"PORT ANGELES P.STN."	0	2
9	271	270	0	"2009-10-01 10:30:00"	0	19	352866000	"r"	"17PBAL1"	-166.6469	54.324567	80	179	"DUTCH HARBOR"	0	2
1	351	309	129	"2009-10-01 10:30:00"	15	5	338104000	"r"	"17PBAL1"	-166.638467	54.132942	30	15	NA	0	2
10	80	79	0	"2009-10-01 10:30:00"	7	3	367124090	"r"	"17PAKU1"	-166.020837	53.94575	30	37	"FISHING COD"	0	2
14	263	268	0	"2009-10-01 10:30:00"	0	2	538090021	"r"	"17PUGA1"	-166.475317	54.420283	70	173	"TOMAKOMAI"	0	2
22	278	277	0	"2009-10-01 10:30:00"	0	50	354367000	"r"	"17PAKU1"	-163.898125	54.231652	71	279	"KOBE"	0	2
1	58	511	128	"2009-10-01 10:59:00"	0	4	366987660	"r"	"17PDUT1"	-166.615835	53.950102	0	120	"1"	1	3
12	281	279	0	"2009-10-01 11:30:00"	0	37	477173100	"r"	"17PAKU1"	-166.720333	54.518683	79	190	"KOBE"	0	2
9	218	214	0	"2009-10-01 11:30:00"	7	53	366105000	"r"	"17PAKU1"	-166.493425	53.978117	0	33	"DUTCH HARBOR"	0	2
10	33	32	0	"2009-10-01 11:30:00"	0	38	368499000	"r"	"17PDUT1"	-166.495383	54.00495	152	54	"DUTCH HARBOR"	0	2
16	95	92	0	"2009-10-01 11:30:00"	0	17	352737000	"r"	"17PAKU1"	-165.388317	54.349067	70	218	"PORT ANGELES P.STN."	0	2
22	283	280	0	"2009-10-01 11:30:00"	0	50	354367000	"r"	"17PAKU1"	-164.502898	54.295517	71	279	"KOBE"	0	2
9	56	53	129	"2009-10-01 11:30:00"	7	42	367405000	"r"	"17PAKU1"	-165.723752	54.132955	3	45	"AKUTAN..AK"	0	2
8	271	511	128	"2009-10-01 11:30:00"	0	14	367170270	"r"	"17PAKU1"	-166.229993	54.360907	30	32	"DUTCH"	0	2
9	350	352	0	"2009-10-01 11:30:00"	0	39	366887950	"r"	"17PBAL1"	-166.7374	54.758308	32	45	"CAPTS BAY AK"	0	2
21	80	85	0	"2009-10-01 11:30:00"	0	52	351550000	"r"	"17PAKU1"	-167.002215	54.264717	79	300	"PRINCE RUPERT CANAD"	0	2
21	80	85	0	"2009-10-01 11:30:00"	0	52	351550000	"r"	"17PAKU1"	-167.002215	54.264717	79	300	"PRINCE RUPERT CANAD"	0	2
9	72	66	127	"2009-10-01 11:30:00"	7	6	338688800	"r"	"17PUGA1"	-165.206643	53.956752	30	25	"SEATTLE"	0	2
10	82	71	129	"2009-10-01 11:30:00"	7	3	367124090	"r"	"17PUGA1"	-165.731863	53.967922	30	37	"FISHING COD"	0	2
10	74	511	128	"2009-10-01 11:30:00"	0	24	303429000	"r"	"17PAKU1"	-165.47697	55.18156	30	37	"SW ALASKA"	0	2
14	267	264	0	"2009-10-01 11:30:00"	0	2	538090021	"r"	"17PUGA1"	-166.87715	54.4155	70	173	"TOMAKOMAI"	0	2
6	156	159	127	"2009-10-01 11:30:00"	15	5	338104000	"r"	"17PDUT1"	-166.639768	54.13809	30	15	NA	0	2
1	344	278	129	"2009-10-01 11:30:00"	7	30	367170350	"r"	"17PBAL1"	-166.913387	54.052757	30	54	"FISHING GROUNDS"	0	2
7	223	511	128	"2009-10-01 11:30:00"	15	15	303496000	"r"	"17PFAL1"	-162.76544	54.805435	0	30	NA	0	2
12	16	13	129	"2009-10-01 11:30:00"	0	43	367309330	"r"	"17PBAL1"	-166.095072	54.565363	32	31	"DUTCH"	0	2
10	313	317	0	"2009-10-01 11:30:00"	7	11	303672000	"r"	"17PUGA1"	-166.6051	54.085517	0	39	"EVERETT"	0	2
10	215	511	128	"2009-10-01 11:30:00"	0	46	367332000	"r"	"17PBAL1"	-165.358233	54.77445	0	28	"FISHING GROUNDS"	0	2
2	312	294	129	"2009-10-01 11:30:00"	0	22	366819310	"r"	"17PAKU1"	-164.966017	53.92995	30	76	NA	0	2
3	10	511	128	"2009-10-01 11:59:00"	0	4	366987660	"r"	"17PDUT1"	-166.614843	53.948165	0	120	"1"	1	3
8	73	70	0	"2009-10-01 12:00:00"	7	6	338688800	"r"	"17PUGA1"	-165.093917	53.97687	30	25	"SEATTLE"	1	1
10	311	313	0	"2009-10-01 12:00:00"	7	11	303672000	"r"	"17PUGA1"	-166.704617	54.13865	0	39	"EVERETT"	1	1
8	218	511	128	"2009-10-01 12:00:00"	15	15	303496000	"r"	"17PFAL1"	-162.831882	54.753512	0	30	NA	1	1
22	279	280	0	"2009-10-01 12:00:00"	0	50	354367000	"r"	"17PUGA1"	-164.799905	54.319915	71	279	"KOBE"	1	1
13	280	278	0	"2009-10-01 12:00:00"	0	37	477173100	"r"	"17PUGA1"	-166.89385	54.5388	79	190	"KOBE"	1	1
15	268	267	129	"2009-10-01 12:00:00"	0	2	538090021	"r"	"17PBAL1"	-167.081483	54.418033	70	173	"TOMAKOMAI"	1	1
1	358	290	129	"2009-10-01 12:00:00"	7	30	367170350	"r"	"17PBAL1"	-166.918708	54.063455	30	54	"FISHING GROUNDS"	1	1
9	82	79	129	"2009-10-01 12:00:00"	15	5	338104000	"r"	"17PUGA1"	-166.533093	54.130607	30	15	NA	1	1
10	232	233	0	"2009-10-01 12:00:00"	7	1	367068230	"r"	"17PDUT1"	-166.501358	53.898762	0	0	"FISHING GROUNDS"	1	1
10	100	100	0	"2009-10-01 12:00:00"	0	38	368499000	"r"	"17PDUT1"	-166.3681	54.0299	152	54	"DUTCH HARBOR"	1	1
16	92	90	0	"2009-10-01 12:00:00"	0	17	352737000	"r"	"17PUGA1"	-165.155617	54.339083	70	218	"PORT ANGELES P.STN."	1	1
9	202	199	0	"2009-10-01 12:00:00"	7	53	366105000	"r"	"17PDUT1"	-166.555757	53.912247	0	33	"DUTCH HARBOR"	1	1
10	78	75	0	"2009-10-01 12:00:00"	7	3	367124090	"r"	"17PUGA1"	-165.591347	53.98325	30	37	"FISHING COD"	1	1
21	80	82	0	"2009-10-01 12:00:00"	0	52	351550000	"r"	"17PBAL1"	-166.708725	54.29231	79	300	"PRINCE RUPERT CANAD"	1	1
21	80	82	0	"2009-10-01 12:00:00"	0	52	351550000	"r"	"17PBAL1"	-166.708725	54.29231	79	300	"PRINCE RUPERT CANAD"	1	1
8	271	511	128	"2009-10-01 12:00:00"	0	14	367170270	"r"	"17PUGA1"	-166.337102	54.365325	30	32	"DUTCH"	1	1
2	324	299	127	"2009-10-01 12:00:00"	0	22	366819310	"r"	"17PUGA1"	-164.978267	53.94035	30	76	NA	1	1
