MMSI,IMO,CallSign,Name,VesselType,Length,Width,DimensionComponents
368450000,0,WCV8696,COASTAL MERCHANT,70,61,11,"50,11,3,8"
369493284,0,,CG25501,51,8,3,"5,3,2,1"
123456789,0,,LADY MARGETTA,37,19,6,"9,10,3,3"
355583000,8808446,3ECE7,RHEIN BRIDGE,70,277,32,"212,65,22,10"
338084648,0,WDB4948,SEABIRD,37,20,6,"12,8,3,3"
366902890,965831,WAP4478,VICTORIA CLIPPER 3,0,30,6,"15,15,3,3"
316003982,0,CZ 3627,KAYMAR,52,21,6,"7,14,3,3"
0,0,,LADY BROWARD,37,42,8,"26,16,4,4"
367374350,0,WDE5993,JACK ROBERTSON,0,0,0,"0,0,0,0"
367091680,0,WDC8696,SVEIKS II,37,9,3,"5,4,1,2"
369493040,0,CG25660,CG25660,51,8,3,"5,3,2,1"
235335000,9241310,ZNZH6,EVER EAGLE,70,300,42,"211,89,15,27"
367004670,295630,WDC3248,SAN JOAQUIN RIUER,52,10,20,"0,10,10,10"
366804730,5403738,WDA4006,ISLAND STORM,52,20,6,"0,20,0,6"
366480000,6510746,WCX7690,BLUE PACIFIC,30,50,10,"27,23,6,4"
123456789,0,,EMERALD PAC. YACHT,0,0,0,"0,0,0,0"
366375000,7602338,WSLH,SS MAUI,70,240,32,"34,206,17,15"
413138000,9309930,BPBN,XIN FANG CHENG,70,263,32,"194,69,22,10"
477723000,8106434,VRWF7,JOVIALITY,70,193,31,"161,32,17,14"
1193046,303174162,D11233,NAUTICAST,50,220,43,"190,30,20,23"
354813000,9229336,HOFL,NYK LYRA,70,299,40,"22,277,20,20"
1193046,303174162,WDC2270,DELTA FALCON,52,21,8,"0,21,0,8"
1193046,303174162,WDC3538,MAJESTIC,60,50,10,"0,50,0,10"
338956000,0,NGMV,USNS BRIDGE,9,232,32,"63,169,12,20"
235011570,9313228,MNVK9,BARMBEK,70,169,27,"159,10,0,27"
1193046,9514860,ZCXJ8,SILVER CLOUD,37,32,0,"16,16,0,0"
357458000,9267156,H3GY,YM GREAT,70,279,40,"206,73,26,14"
1193046,303174162,WCX9688,BJ CHALLENGER,70,75,17,"0,75,0,17"
636090966,9318058,A8IE9,MSC BENGAL,79,334,42,"242,92,25,17"
432651000,9381677,7JDE,ORCHID ACE,70,200,32,"23,177,23,9"
1193046,303174162,D11233,NEVA BELLE,50,220,43,"190,30,20,23"
1193046,303174162,WBF4055,LADY SIMPSON,30,30,8,"0,30,0,8"
305147000,9376907,V2CY7,NIU POLYNESIA,70,161,25,"141,20,5,20"
1193046,9440655,ZCNS7,MITSEAAH,0,0,0,"0,0,0,0"
1193046,303174162,D11233,WILLIAM BRECKINRIDGE,52,20,7,"0,20,0,7"
235007500,9280859,VQUQ4,ZIM SHENZHEN,70,294,32,"223,71,16,16"
211208940,9038907,DGBE,STUTTGART EXPRESS,79,294,32,"15,279,16,16"
636012481,9288019,A8FS2,JOELMARE,80,228,32,"191,37,12,20"
316006375,0,,HARKEN 10,31,18,7,"3,15,3,4"
1193046,303174162,V2BN8,BBC PLATA,70,139,21,"0,139,0,21"
1193046,303174162,WDB7128,MISS TAMMY,52,17,3,"0,17,0,3"
367007970,0,WDC3445,MIKE BRUSCO,31,20,6,"8,12,1,5"
366135000,303174162,WDD5259,FUME BLANC,60,22,8,"0,22,0,8"
367683000,9303819,WDD6033,HORIZON HAWK,70,222,30,"173,49,19,11"
338854000,0,WCX4599,WESTERN TITAN,32,33,10,"10,23,5,5"
357665000,9347566,3EPU9,CMA CGM FORCE,70,340,46,"243,97,16,30"
1193046,303174162,WDC5373,TAMPA SEAHORSE,70,47,13,"0,47,0,13"
369493055,0,,CG25527,51,8,3,"5,3,2,1"
211232740,9104902,DGOS,NORFOLK EXPRESS,71,245,32,"176,69,22,10"
303686000,7229710,WSG6446,GOLDEN ALASKA,30,95,15,"30,65,10,5"
123456789,1234567,WSP8282,ISLAND TRADER,31,22,8,"9,13,5,3"
211200450,8902541,DEHY,LEVERKUSEN EXPRESS,79,298,32,"15,283,16,16"
636010468,8753196,ELTA7,ODYSSEY,90,155,72,"23,132,46,26"
1193046,303174162,D11233,SEA CONSTURCTOR,90,76,21,"0,76,0,21"
440276000,7509249,D7OM,OCEAN DUKE,71,175,23,"137,38,14,9"
1193046,303174162,WCZ7505,OCEAN NTERVENTION 2,34,77,15,"0,77,0,15"
565605000,9349203,9VBU8,CHALLENGE PHOENIX,80,183,32,"150,33,10,22"
303680000,7404102,WBM8733,POLAR RANGER,32,36,34,"16,20,30,4"
565448000,9315226,S6CH3,MAERSK SEMBAWANG,79,319,40,"230,89,20,20"
367001480,0,WCX5227,CAT EXP,0,0,0,"0,0,0,0"
366915390,1,WDB5945,PEDRO POINT,52,18,6,"0,18,0,6"
538090156,9292022,V7FS3,RICKMERS DALIAN,70,192,28,"179,13,14,14"
431221000,8808226,JKRK,CLIFTON BRIDGE,70,263,32,"211,52,21,11"
218060000,9295218,DDYZ2,HANJIN YANTIAN,71,300,42,"15,285,21,21"
1193046,303174162,WPB3384,PORT IMP MANHATTAN,90,50,7,"0,50,0,7"
636090642,9231236,A8CG6,APL CANADA,72,277,40,"189,88,16,24"
123456789,0,,HOS BASE,90,0,0,"0,0,0,0"
357005000,9171125,3FWV8,SOUTHERN SPIRIT,70,170,27,"147,23,16,11"
353610000,9407043,3EMG9,BOW LIMA,80,144,25,"116,28,7,18"
304196000,9224611,V2AU4,BBC JAPAN,70,0,0,"0,0,0,0"
636010887,9001215,ELVL9,YM NORTH,71,276,32,"215,61,6,26"
316001043,6620644,VGGC,SEA COMMANDER,52,44,10,"19,25,2,8"
215854000,9223186,9HDH8,VIRGINIA,70,190,32,"162,28,18,14"
367161350,0,WWD5641,ARGOSY,0,0,0,"0,0,0,0"
316006454,0,CFC5756,REGENT,90,15,4,"5,10,2,2"
239972000,9231822,SVBC,ZIM SHANGHAI,70,294,32,"224,70,10,22"
354988000,9370367,3EPT4,SPLENDEUR,70,180,28,"154,26,19,9"
259967000,9182473,LAHE5,STOVE TRANSPORT,70,186,31,"165,21,17,14"
366999908,0,,CG25516,51,8,3,"5,3,2,1"
367438000,9268538,WGEB,MAUNAWILI,70,217,32,"157,60,20,12"
441329000,9142473,DSPO3,HANJIN WILMINGTON,70,289,32,"230,59,15,17"
889000887,0,,AURORA,0,0,0,"0,0,0,0"
413060000,9270440,BPAP,XIN PU DONG,70,280,40,"187,93,20,20"
369272000,9206114,WACW,POLAR DISCOVERY,80,273,46,"230,43,38,8"
636090684,9238791,A8CS2,CMA CGM YANTIAN,70,260,32,"192,68,8,24"
367327440,0,WDE2619,KATHRYN B.,31,34,10,"11,23,5,5"
533658000,9143116,9WCX9,CAP       COLVILLE,70,183,28,"139,44,14,14"
367166810,0,WBF7534,POTOMAC,60,51,8,"20,31,3,5"
1193046,303174162,WDB7986,MISS FLO,70,109,43,"0,109,20,23"
431743000,9114579,JBKB,SHINCHI MARU,70,240,43,"210,30,22,21"
1193046,303174162,V2OW4,TROPIC ATLANTIC,70,148,23,"0,148,0,23"
636091542,9430935,A8PF5,SICILIA,70,180,28,"162,18,8,20"
367012110,5064673,WCD4403,MARAUDER,32,26,7,"11,15,3,4"
367308610,0,WDD9226,SARAH C.,32,20,6,"9,11,3,3"
355192000,9123934,3FFE5,SIAM OCEAN,70,175,31,"150,25,21,10"
636090885,9185504,A8HG5,CHEMTRANS SKY,81,229,32,"193,36,16,16"
477653500,9363314,VRCM2,TRITONIA,70,190,32,"95,95,16,16"
353911000,9103178,3FMB4,STARGOLD TRADER,70,188,31,"164,24,12,19"
1193046,9156527,PDAN,ZAANDAM,69,258,32,"99,159,12,20"
366868850,0,642792,GWENDOLYN GRACE,0,18,7,"13,5,1,6"
368600000,7224306,WCHF,HORIZON CONSUMER,79,220,29,"42,178,21,8"
367472000,0,WAS2433,GENE DUNLAP,52,0,0,"0,0,0,0"
636011703,8807727,A8AZ3,YM ASIA,71,275,32,"212,63,8,24"
440613000,9104081,DSOG4,SHIPPING_LAND 6,70,185,30,"157,28,10,20"
356589000,9082726,3FJC6,SOUTH FORTUNE,70,225,32,"195,30,20,12"
316003516,0,CFG7415,HUNTER,52,23,8,"5,18,7,1"
319913000,9409481,ZCTI7,SANDERLING ACE,70,200,31,"20,180,25,6"
367309420,7802627,WDD9285,PARAGON,52,30,10,"10,20,5,5"
367006030,7666,WCX2520,TUG PETALUMA,52,25,8,"0,25,0,8"
366299000,5290911,WRJG,INDEPENDENCE,30,105,23,"93,12,7,16"
372444000,9367188,3EIZ7,OOCL SEATTLE,79,280,40,"206,74,26,14"
366118480,506261,WAR9839,TEMPEST,30,35,8,"25,10,4,4"
316116000,7809364,CG2965,W.E RICKEP,51,58,10,"12,46,3,7"
367601000,0,WDC7308,SCANDIESROSE,0,45,12,"33,12,1,11"
366974930,634806,WDB9401,ARCTIC DAWN,70,33,10,"0,33,0,10"
235068031,9246401,2BOW3,COSCO FELIXSTOWE,70,279,39,"211,68,14,25"
366860000,7391305,WRKW,ARCTIC FJORD,30,83,14,"37,46,8,6"
235054102,9330991,MRDQ8,CMA CGM KINGFISH,71,293,32,"223,70,20,12"
538003029,8606056,V7NV4,OVERSEAS JOYCE,70,191,32,"30,161,15,17"
338068828,0,SRPD,MISSION CITY,55,10,4,"5,5,2,2"
366976780,0,WQZ5884,GOLDEN BEAR,60,29,9,"14,15,3,6"
366999897,0,,CG25570,51,8,3,"5,3,1,2"
367061990,0,WDC6839,ENCHANTRESS,37,24,8,"16,8,4,4"
369915000,0,,CGC FIR,0,69,14,"41,28,11,3"
1193046,303174164,D11233F,W-UTJCASTXF,50,220,43,"190,30,20,23"
316001268,815277,VOSM,SPIRIX OCPAWA7PPPPRP,34,339,46,"26,313,43,3"
367391830,0,WDE7319,PISCES,0,10,0,"0,10,0,0"
367024640,0,WSK9786,CHECK OUT,30,18,4,"12,6,2,2"
316002665,811154,,SEA MAJOR,30,15,8,"10,5,4,4"
369514000,0,WDA5598,GULF TITAN,32,34,11,"11,23,8,3"
366975740,0,WCX8035,HARBOR QUEEN,69,27,10,"5,22,6,4"
100000012,100000012,CY559,SEASPAN DISCOVERY,52,0,0,"0,0,0,0"
111111111,0,WCX7111,DOROTHY L,53,16,4,"7,9,2,2"
636010677,9133812,ELUH7,SEA LAUNCH COMMANDER,70,203,32,"83,120,25,7"
111111111,961728,XXX,GRENADIER,37,32,7,"26,6,4,3"
367703000,935352700,WAAT,OVERSEAS LONG BEACH,80,182,32,"120,62,16,16"
111111111,0,,BUCK,0,0,0,"0,0,0,0"
477553000,9143075,VRVN6,OOCL NETHERLANDS,70,276,40,"190,86,27,13"
111111111,0,WCY8195,SOUTHERN CROSS,30,35,7,"15,20,2,5"
367003390,1080907,WDE4239,HENRI CENAC,32,22,10,"11,11,5,5"
367311790,0,WDD9462,TIGER,37,0,0,"0,0,0,0"
353931000,9217826,H3IC,PACIFIC ACE,79,151,26,"127,24,18,8"
111111111,0,,,0,0,0,"0,0,0,0"
111111111,0,,CABLE FERRY ICW130,57,0,0,"0,0,0,0"
369247000,9074389,WDB3161,APL CHINA,70,276,40,"192,84,20,20"
622121420,9077898,SSHW,WADI ALARISH,70,225,32,"191,34,10,22"
987654333,987654333,CALL2,KINGSTON CLASS,90,0,0,"0,0,0,0"
636009939,9036820,ELQD4,PACIFIC PARADISE,70,225,32,"201,24,22,10"
368630000,0,WYX2850,KATIE K,0,33,9,"10,23,8,1"
338031982,0,WBE8593,DANNY C,0,26,8,"5,21,4,4"
356461000,9140229,3FGF6,GLOBL ACE,90,164,24,"136,28,12,12"
1193046,303174162,WDA3356,C-PIONEER,90,79,17,"0,79,0,17"
372849000,9412567,3EPP4,TRANS LEADER,72,180,30,"19,161,11,19"
351048000,9208370,H3AF,FAIR SKY,79,179,40,"160,19,15,25"
563995000,9000314,9VAH,STAR SIRANGER,70,149,23,"124,25,10,13"
368037000,7710721,WDB4539,ISLAND ENTERPRISE,30,95,14,"33,62,2,12"
371940000,9371074,3EMP9,TANGO QUEEN,0,190,32,"163,27,20,12"
123456789,599733,WCV3980,NRC PERSEVERANCE,54,38,6,"8,30,3,3"
372937000,9325104,3ELF5,TAMPA BAY,70,171,27,"151,20,16,11"
366969480,1,WCY5209,WILDCAT,52,16,4,"0,16,0,4"
366985290,0,WCY6432,ROYAL STAR,60,30,70,"10,20,30,40"
366950020,0,WDB7930,SOLANO,60,41,12,"21,20,6,6"
356162000,9354090,3EGN9,IKAN KEDEWAS,70,230,38,"196,34,22,16"
319265000,9109366,ZCPW6,CLEAN SEAS,70,190,31,"162,28,21,10"
1193046,303174162,WDB6019,SIDNEY V,31,24,8,"0,24,0,8"
1193046,303174162,WCW8742,EL SOL DC CARIBE,31,17,7,"0,17,0,7"
366983840,0,WTD4576,LOIS H,32,25,8,"5,20,4,4"
367117140,0,WYZ5247,R/V GOLDEN DOLPHIN,33,0,0,"0,0,0,0"
111111111,111111111,,WINCHELSEA CONTROL,35,40,126,"15,25,63,63"
111111111,0,KUS9588,CATALINA ADVENTURE,56,0,0,"0,0,0,0"
366648910,0,WCO3738,STRAIT ARROW,0,64,16,"14,50,8,8"
316272000,5164916,,SEASPAN SOVEREIGN,32,35,8,"11,24,7,1"
564517000,9162411,S6AR7,GLOBAL  CHALLENGER,70,160,23,"135,25,17,6"
367008770,740957800,WCT5737,NAVAJO,32,34,10,"4,30,4,6"
338476000,7029043,WBP2593,PREMIER   EXPLORER,90,52,16,"12,40,10,6"
218676000,9333060,DAHD,STADT AACHEN,70,223,32,"170,53,16,16"
538002992,9337626,V7NP4,NYK CONSTELLATION,70,294,32,"220,74,9,23"
367081260,0,WDC8074,ALASKA VENTURE,90,23,12,"0,23,0,12"
211331640,9193305,DHBN,SEOUL EXPRESS,70,294,32,"17,277,16,16"
123987415,0,WDD3606,TENACIOUS,37,17,6,"12,5,3,3"
367400370,0,WDE8006,GEORGIA LEE,0,23,8,"10,13,4,4"
256003000,9316191,9HIF8,MOONDANCE II,70,190,32,"170,20,20,12"
1193046,303174162,C6VA8,ERATO,70,225,32,"0,225,0,32"
211831000,9286231,DCTA2,CMA CGM HUGO,73,333,42,"21,312,21,21"
366830310,0,WDA6249,RVZEPHYR,33,25,8,"10,15,4,4"
316011116,303174162,CGAS,PCT RENARD (58),35,33,8,"0,33,0,8"
356461000,9140229,3FGF6,GLOBAL ACE,90,164,24,"136,28,12,12"
316003661,344714,,SEASPAN CHAMPION,31,24,7,"12,12,4,3"
353389000,9247560,H9RM,ROTTERDAM BRIDGE,71,278,40,"205,73,27,13"
111111110,0,,MANHATTAN 779,31,40,8,"10,30,4,4"
366940480,0,WDB7319,EARLY DAWN,30,36,10,"7,29,8,2"
367169840,0,WDD6217,PILOT BOAT DRAKE,50,30,10,"10,20,3,7"
303683000,8213249,WDC6439,COASTAL NOMAD,70,61,12,"9,52,6,6"
316011773,303174162,D11233,GRIZZLY (PCT 60),35,33,8,"0,33,0,8"
366264360,0,WSB9934,WESTERN   DAWN,30,30,10,"13,17,5,5"
316003667,0,,SEASPAN FALCON,52,22,9,"11,11,6,3"
700000002,0,,US NAVY WARSHIP 72,0,332,71,"193,139,63,8"
119101191,0,,,0,0,0,"0,0,0,0"
222222222,333333333,VVV,YYYY,0,450,34,"220,230,14,20"
367309390,7047708,WDD9283,PACIFIC FREEDOM,32,37,10,"12,25,7,3"
987654443,987654444,CALL2,KINGSTON CLASS,90,6,6,"3,3,3,3"
999999999,0,ZCOM2,IMPROMPTU,90,33,8,"17,16,6,2"
366934310,7626190,WYL5445,SIDNEY FOSS,32,36,10,"7,29,5,5"
338752000,0,WAM7635,OCEAN RANGER,39,35,10,"5,30,5,5"
636090991,9215828,A8IK8,HYUNDAI KINGDOM,73,303,40,"0,303,0,40"
636090750,9285691,A8EO8,COSCO VANCOUVER,71,299,42,"15,284,21,21"
366833610,8968246,WDA6552,PHYLLIS   DUNLAP,32,38,10,"8,30,4,6"
247187900,9318357,ICDJ,F D CRIS DE ANGELIS,70,225,32,"0,225,16,16"
316001821,0,CFL3773,FROSTI,30,40,9,"18,22,4,5"
366622140,0,WYX2079,MAIA H,32,26,8,"10,16,5,3"
367142770,640544,WDD4294,LADY ALEUTIAN,30,36,9,"26,10,3,6"
366999875,0,,255067,51,8,3,"5,3,2,1"
1193046,303174162,WD7768,INT PATRIOT,90,33,6,"0,33,0,6"
369604000,142585253,WDB4541,SEATTLE ENTERPRISE,30,89,14,"44,45,7,7"
366793000,8419166,KGTZ,HORIZON KODIAK,70,217,24,"191,26,12,12"
367122990,0,WDD3038,CRANE,30,30,8,"15,15,4,4"
308375000,9164835,C6PZ3,ANTARES VOYAGER,81,333,58,"285,48,29,29"
477723000,8106434,V7JN5,RM PIONEER,70,190,32,"162,28,8,24"
356408000,9134282,3FSA8,EVER DIVINE,70,293,32,"219,74,8,24"
636011280,9185047,ELYB2,UNITED SPIRIT,70,175,30,"52,123,18,12"
368158000,8412297,WCZ9006,OCEAN EXPLORER,30,46,11,"9,37,6,5"
247147400,9236896,IBXW,MEDI DUBAI,70,190,32,"163,27,21,11"
357939000,9169160,3FXN9,EVER URBAN,70,285,40,"211,74,20,20"
366887220,70472770,WBN8470,TUG MARS,31,46,12,"10,36,5,7"
367603000,0,WDD5646,CHELSEA K,30,0,0,"0,0,0,0"
303200000,0,WDB6361,TAURUS,52,23,7,"0,23,0,7"
366907930,0,WDB5284,POLARIS,0,34,6,"21,13,3,3"
259739000,9382396,LAEK7,HOEGH OSLO,70,180,32,"20,160,20,12"
366605000,9043885,WBO8588,PACIFIC RESPONDER,54,63,13,"14,49,4,9"
367067030,1,WYL5177,R\V LIBERTY,54,15,5,"0,15,0,5"
311351000,9226059,C6SI6,WESTWOOD VICTORIA,70,200,32,"180,20,16,16"
538090118,9280811,V7FW8,YM TAICHUNG,70,261,32,"241,20,15,17"
367148050,0,WDD4686,WESTERN GULL,0,22,12,"15,7,6,6"
123456789,8119261,TEST,RADIO HOLLAND,70,223,23,"193,30,9,14"
1193046,303174162,Y48861,VANESSA RAE,52,20,7,"0,20,0,7"
316005716,0,,SEAGPF TEMPMSQ  0,31,20,5,"9,11,1,4"
338987000,810177100,ABAX,GULF CONDOR,39,38,8,"12,26,3,5"
366983830,0,WDB9847,PERALTA,60,30,10,"10,20,5,5"
303398000,0,WYH6499,TAURUS,32,0,0,"0,0,0,0"
366980190,649705,WDB9648,P. J. BRIX,31,39,18,"11,28,11,7"
354486000,9021253,3FRU4,MOL DISCOVERY,70,254,32,"192,62,10,22"
239723000,9196852,SVBY,SEALAND WASHINGTON,79,303,40,"12,291,20,20"
316001331,0,,EDGEWATER FORTUNE,60,50,9,"15,35,8,1"
369970131,0,F2806,MAGISTER,39,8,3,"4,4,2,1"
366980220,7939078,WBG4515,ALYSSA ANN,32,23,8,"10,13,4,4"
368231000,0,WAF8992,CONFIDENCE,0,32,11,"5,27,8,3"
123456789,8118023,,,5,51,9,"11,40,2,7"
367171480,12,WDD6334,DECEPTION,30,26,8,"18,8,7,1"
300000000,0,,SALLY N,20,0,0,"0,0,0,0"
235844000,9110391,MDWW6,HYUNDAI DISCOVERY,70,274,40,"0,274,0,40"
419652000,9279795,AUQV,PRABHU DAS,70,223,32,"51,172,26,6"
538002527,9300518,V7JI7,YASA OZCAN,70,190,32,"167,23,16,16"
240681000,9306574,SXVZ,POLYAIGOS,80,228,32,"191,37,20,12"
477058400,9366263,VRDW7,HIGH SATURN,80,183,32,"149,34,10,22"
367317000,588849,WBE3159,FIERCE ALLEGIANCE,0,50,12,"10,40,6,6"
215737000,9465708,9HDT9,MILAGRO,70,225,32,"195,30,16,16"
338272000,742045500,WBB5799,NATOMA,32,30,8,"5,25,3,5"
563791000,9081203,9VVD,APL JADE,70,288,32,"232,56,17,15"
366982340,8127567,WTT8531,BRYNN FOSS,31,31,12,"11,20,5,7"
636014169,9386483,A8RV4,CMA CGM TOPAZ,79,258,31,"15,243,16,15"
354209000,9135535,3FKR6,GLOBAL NEXTAGE,70,154,26,"129,25,20,6"
371649000,9317781,3EDP9,GLOBAL WISDOM,70,175,29,"148,27,14,15"
316001222,0,CZ 9636,ISLAND WAVE,52,19,7,"6,13,3,4"
352872000,9233911,H3XJ,WORLD ACE,70,151,26,"75,76,13,13"
1193046,303174162,WDA3356,C_PIONEER,90,79,17,"0,79,0,17"
353126000,9017044,HOCZ,NYK SPRINGTIDE,77,254,32,"192,62,23,9"
367579000,0,WBN3008,WESTERN RANGER,32,0,0,"0,0,0,0"
477480300,9268928,VRAF3,GREAT LEADER,70,0,0,"0,0,0,0"
367119980,0,WDD2792,LAUREN L.KAPP,30,19,8,"6,13,4,4"
366619000,7742023,WRQF,PRIBILOF,30,68,11,"53,15,10,1"
367151000,7404097,WDD6494,TUG POLAR VIKING,32,40,10,"20,20,5,5"
303279000,9143001,WDB9948,SEALAND CHARGER,70,292,32,"221,71,16,16"
371924000,9333242,3EEK2,YAYOI EXPRESS,80,174,32,"144,30,14,18"
1193046,303174162,EIWF,ASPHALT SEMINOLE,83,109,19,"0,109,0,19"
367114460,0,,,0,0,0,"0,0,0,0"
0,0,,RANGE ROVER,0,0,0,"0,0,0,0"
440582000,9075321,DSOX5,M/V FANY,70,184,30,"156,28,20,10"
367196000,7908005,WNRD,MOKIHANA,70,262,32,"33,229,16,16"
1193046,1010143,ZCXF3,M/Y EMELINA,37,0,0,"0,0,0,0"
303294000,924466100,WBD9918,ALASKAN EXPLORER,81,288,50,"233,55,19,31"
369890000,0,NBCQ,COAST GUARD 750,0,0,0,"0,0,0,0"
303267000,6421086,VRWF7,JOVIALITY,70,190,33,"162,28,9,24"
369970255,111111110,YP-697,AGATE PASS,35,0,0,"0,0,0,0"
366989690,0,WDC2220,MILLEWA,52,37,12,"6,31,6,6"
367127260,0,WDD3200,ARCTIC FOX,37,23,6,"10,13,5,1"
366999600,0,,CG BARRACUDA,35,27,6,"14,13,2,4"
367403430,0,WDE8262,CAPE CROSS,0,0,0,"0,0,0,0"
367008010,303174162,WDC3448,ROLAND BRUSCO,52,22,7,"0,22,0,7"
367048070,0,WDC5892,STAR FISH,0,37,9,"17,20,4,5"
366999907,0,,CG25436,51,8,3,"5,3,2,1"
366933220,1153271,WDB6933,BOUNDLESS GRACE,37,6,4,"4,2,2,2"
247233100,9315934,YCJ,ITAL MATTIBA,70,263,48,"11,252,48,0"
356778000,9135470,3FMN6,KEN KOKU,0,145,26,"126,19,12,14"
367156340,0,WDD5300,GRANADA,0,22,8,"8,14,4,4"
366986380,0,WUV6842,DREDGE OREGON,33,61,18,"9,52,9,9"
1193046,303174162,V2DW,MARLENE S,70,164,27,"0,164,0,27"
1193046,303174162,WDD7768,INTL PATRIOT,90,33,9,"0,33,0,9"
369169000,0,WXAR,MICHAEL UHL,0,0,0,"0,0,0,0"
366811310,0,WDA4612,JAMES T   QUIGG,31,0,0,"0,0,0,0"
232872000,9310109,MPTP3,TOPEKA,70,199,32,"40,159,20,12"
538003036,9384021,V7NX5,OVERSEAS SERIFOS,80,182,32,"147,35,10,22"
372954000,9331919,3ELI5,TORENIA,70,190,32,"162,28,13,19"
367017440,0,WDC3984,PIPER INNESS,99,38,9,"8,30,7,2"
367581000,0,WY7686,VALIANT,30,35,8,"27,8,1,7"
366998090,5229704,WDC2819,MAUNA LOA,52,37,9,"10,27,3,6"
477794000,9218313,VRWN7,KIWI TRADER,70,176,29,"150,26,11,18"
368367000,7529914,KRPP,NOBLE STAR,70,172,24,"136,36,18,6"
351501000,9167368,3FQA7,SUMMER FORTUNE,70,225,32,"193,32,17,15"
1193046,303174162,WDC3065,DAVID BRUSCO,52,33,10,"0,33,0,10"
413166000,9320465,BPNA,XIN TAI CANG,70,263,32,"197,66,17,15"
538002980,9368871,V7NM6,GENCO HUNTER,70,185,32,"160,25,20,12"
304679000,9291963,V2BN7,BBC CAMPANA,70,139,21,"0,139,0,21"
356171000,9339777,3EOH7,MAIROULI,79,190,32,"162,28,10,22"
367453000,704907900,WBQ2117,AMAXULI     8,30,0,0,"0,0,0,0"
247188100,9322475,ICDK,ITAL LIBERA,70,294,32,"222,72,20,12"
366791000,7729461,WFLH,HORIZON RELIANCE,70,273,20,"38,235,10,10"
351617000,9225512,H3BC,SANTA PACIFICA,70,169,27,"147,22,18,9"
371601000,9470832,3FTE8,MORNING ORCHID,70,169,27,"144,25,19,8"
355234000,9229398,H9LA,NEW CENTURY 1,90,200,32,"29,171,10,22"
305256000,9368326,V2DM3,BBC RIO GRANDE,79,141,22,"17,124,10,12"
351491000,9159529,3FPT7,EVER BLOSSOM,70,225,33,"195,30,12,21"
352910000,9166211,3FPH8,LEO FOREST,70,177,29,"153,24,9,20"
368709000,9345104,NBRS,USNS CARL BRASHEAR,70,0,0,"0,0,0,0"
316005559,0,,NORTH ARM DILIGENT,52,25,5,"25,0,5,0"
258896000,8912663,LAYN5,CYPRESS TRAIL,70,184,31,"23,161,21,10"
351327000,9274915,H9IO,M/V ANGELA,70,190,32,"165,25,20,12"
338034332,0,WAZ5573,DORIS-L,52,30,6,"20,10,2,4"
366896940,0,WDB4298,JOHN KNOX,52,33,9,"11,22,4,5"
366588000,6413924,KCAK,OCEAN PHOENIX,70,206,24,"109,97,7,17"
477695000,9102306,VRWB7,OOCL JAPAN,70,276,40,"192,84,23,17"
123456789,0,,FIRST LIGHT,30,20,6,"10,10,3,3"
316005022,5149825,VXYW,HESQUIAT,30,31,7,"19,12,2,5"
369493003,0,,CG25469,51,8,3,"5,3,2,1"
636090785,9187875,A8FB9,CAP DELGADO,71,200,29,"184,16,20,9"
366888750,7367160,WYT8569,TUG SEA PRINCE,31,35,10,"10,25,4,6"
565520000,9257010,S6CK4,SANKO BRAVE,80,239,42,"204,35,24,18"
366358000,8700711,WSC2552,OCEAN NAVIGATOR,0,0,0,"0,0,0,0"
367172910,7738503,WDD6435,VELERO IV,7,34,9,"34,0,9,0"
999999999,8118023,MIL,RANGE ROVER,5,51,9,"11,40,2,7"
122222222,0,NRUC,,55,70,14,"29,41,5,9"
316004100,7343683,CFG7282,SEASPAN COMMODORE,32,41,11,"11,30,3,8"
367119230,0,WDD2742,F/V NORQUEST,30,6,0,"6,0,0,0"
316267000,0,CGJI,HMCS BRANDON,0,55,11,"0,55,0,11"
366736140,0,WBJ3258,F\V POLARIS,30,24,4,"14,10,2,2"
366999894,0,,CG25561,51,8,3,"5,3,2,1"
987654443,987654444,CALL2,OFFSHORE SURVEYOR (N,90,0,0,"0,0,0,0"
36681080,1,WDA4496,AVERY O,31,21,6,"0,21,0,6"
316003677,0,,SEASPAN PROTECTOR,52,22,7,"8,14,1,6"
987000333,987000333,VAN,OFFSHORE SURVEYOR (N,20,17,4,"7,10,2,2"
636012590,9272694,A8GJ8,FORMOSA FOURTEEN,80,180,32,"147,33,22,10"
247191100,9272943,ICEH,FILOMENA L,70,225,47,"194,31,32,15"
367372000,548685000,WBB5945,SEADAWN,30,40,12,"10,30,6,6"
999999999,0,,MV OCEAN GAYLE,90,15,6,"4,11,3,3"
563776000,9218686,9VKQ3,APL BELGIUM,79,277,40,"189,88,20,20"
366814870,0,WDA4947,ESCAPE,60,23,7,"8,15,5,2"
428000082,8806814,4XGS,ZIM CANADA,79,236,32,"191,45,21,11"
636010515,9112753,ELTI2,TAMBOV,80,181,32,"144,37,16,16"
311036000,9203760,C6RH7,SONANGOL LUANDA,80,274,48,"232,42,32,16"
636012904,9318163,A8IZ2,ZIM QINGDAO,70,0,0,"0,0,0,0"
636091052,9326794,A8IY2,MAERSK DIEPPE,71,294,32,"222,72,20,12"
235658000,9247792,VQKR7,BRITISH OAK,81,0,0,"0,0,0,0"
357447000,9300300,H9QK,COSCO XIAMEN,75,279,40,"205,74,27,13"
